NAMELSAD,event_index,category,ISSUE_TIME,START_TIME,END_TIME
Clatsop County,0,N/S,202401310600,202401310100,202402071200
Lewis County,0,N/S,202401310600,202401310100,202402071200
Allegany County,0,N/S,202401310600,202401310100,202402071200
Cedar County,0,N/S,202401310600,202401310100,202402071200
Orange County,0,N/S,202401310600,202401310100,202402071200
DeKalb County,0,N/S,202401310600,202401310100,202402071200
Pickens County,0,N/S,202401310600,202401310100,202402071200
Chouteau County,0,N/S,202401310600,202401310100,202402071200
Brown County,0,N/S,202401310600,202401310100,202402071200
Campbell County,0,N/S,202401310600,202401310100,202402071200
Franklin County,0,N/S,202401310600,202401310100,202402071200
Baltimore city,0,N/S,202401310600,202401310100,202402071200
Lyon County,0,N/S,202401310600,202401310100,202402071200
Carroll County,0,N/S,202401310600,202401310100,202402071200
Tensas Parish,0,N/S,202401310600,202401310100,202402071200
Monroe County,0,N/S,202401310600,202401310100,202402071200
Hamilton County,0,N/S,202401310600,202401310100,202402071200
Pocahontas County,0,N/S,202401310600,202401310100,202402071200
Gem County,0,N/S,202401310600,202401310100,202402071200
Independence County,0,N/S,202401310600,202401310100,202402071200
Lonoke County,0,N/S,202401310600,202401310100,202402071200
Newton County,0,N/S,202401310600,202401310100,202402071200
Franklin County,0,N/S,202401310600,202401310100,202402071200
Hendry County,0,N/S,202401310600,202401310100,202402071200
Taliaferro County,0,N/S,202401310600,202401310100,202402071200
Jefferson County,0,N/S,202401310600,202401310100,202402071200
Meagher County,0,N/S,202401310600,202401310100,202402071200
La Plata County,0,N/S,202401310600,202401310100,202402071200
Bell County,0,N/S,202401310600,202401310100,202402071200
Kemper County,0,N/S,202401310600,202401310100,202402071200
Clark County,0,N/S,202401310600,202401310100,202402071200
Klamath County,0,N/S,202401310600,202401310100,202402071200
Oswego County,0,N/S,202401310600,202401310100,202402071200
Naranjito Municipio,0,N/S,202401310600,202401310100,202402071200
Cherokee County,0,N/S,202401310600,202401310100,202402071200
Bandera County,0,N/S,202401310600,202401310100,202402071200
Rosebud County,0,N/S,202401310600,202401310100,202402071200
Union County,0,N/S,202401310600,202401310100,202402071200
Schoolcraft County,0,N/S,202401310600,202401310100,202402071200
Ulster County,0,N/S,202401310600,202401310100,202402071200
Camden County,0,N/S,202401310600,202401310100,202402071200
Jersey County,0,N/S,202401310600,202401310100,202402071200
Hanover County,0,N/S,202401310600,202401310100,202402071200
Wallace County,0,N/S,202401310600,202401310100,202402071200
Alger County,0,N/S,202401310600,202401310100,202402071200
Fulton County,0,N/S,202401310600,202401310100,202402071200
Hidalgo County,0,N/S,202401310600,202401310100,202402071200
Robeson County,0,N/S,202401310600,202401310100,202402071200
Newaygo County,0,N/S,202401310600,202401310100,202402071200
Morrow County,0,N/S,202401310600,202401310100,202402071200
Todd County,0,N/S,202401310600,202401310100,202402071200
Logan County,0,N/S,202401310600,202401310100,202402071200
Lincoln County,0,N/S,202401310600,202401310100,202402071200
Miller County,0,N/S,202401310600,202401310100,202402071200
Orange County,0,N/S,202401310600,202401310100,202402071200
San Juan County,0,N/S,202401310600,202401310100,202402071200
Franklin County,0,N/S,202401310600,202401310100,202402071200
Carroll County,0,N/S,202401310600,202401310100,202402071200
Riley County,0,N/S,202401310600,202401310100,202402071200
Schleicher County,0,N/S,202401310600,202401310100,202402071200
Russell County,0,N/S,202401310600,202401310100,202402071200
Caldwell County,0,N/S,202401310600,202401310100,202402071200
Madison County,0,N/S,202401310600,202401310100,202402071200
Warrick County,0,N/S,202401310600,202401310100,202402071200
Adair County,0,N/S,202401310600,202401310100,202402071200
Gallatin County,0,N/S,202401310600,202401310100,202402071200
Harrison County,0,N/S,202401310600,202401310100,202402071200
Sagadahoc County,0,N/S,202401310600,202401310100,202402071200
Sweet Grass County,0,N/S,202401310600,202401310100,202402071200
Grayson County,0,N/S,202401310600,202401310100,202402071200
Greene County,0,N/S,202401310600,202401310100,202402071200
Northwest Arctic Borough,0,N/S,202401310600,202401310100,202402071200
Ellis County,0,N/S,202401310600,202401310100,202402071200
Hale County,0,N/S,202401310600,202401310100,202402071200
Perry County,0,N/S,202401310600,202401310100,202402071200
Colbert County,0,N/S,202401310600,202401310100,202402071200
Pratt County,0,N/S,202401310600,202401310100,202402071200
Bourbon County,0,N/S,202401310600,202401310100,202402071200
Rutherford County,0,N/S,202401310600,202401310100,202402071200
Cook County,0,N/S,202401310600,202401310100,202402071200
Lane County,0,N/S,202401310600,202401310100,202402071200
Harper County,0,N/S,202401310600,202401310100,202402071200
Piatt County,0,N/S,202401310600,202401310100,202402071200
Crosby County,0,N/S,202401310600,202401310100,202402071200
Fajardo Municipio,0,N/S,202401310600,202401310100,202402071200
Greene County,0,N/S,202401310600,202401310100,202402071200
Clark County,0,N/S,202401310600,202401310100,202402071200
Kossuth County,0,N/S,202401310600,202401310100,202402071200
Yabucoa Municipio,0,N/S,202401310600,202401310100,202402071200
Burke County,0,N/S,202401310600,202401310100,202402071200
Durham County,0,N/S,202401310600,202401310100,202402071200
Harrison County,0,N/S,202401310600,202401310100,202402071200
Keya Paha County,0,N/S,202401310600,202401310100,202402071200
Webster County,0,N/S,202401310600,202401310100,202402071200
Pope County,0,N/S,202401310600,202401310100,202402071200
Smith County,0,N/S,202401310600,202401310100,202402071200
Henry County,0,N/S,202401310600,202401310100,202402071200
Alexandria city,0,N/S,202401310600,202401310100,202402071200
Jefferson County,0,N/S,202401310600,202401310100,202402071200
Lewis and Clark County,0,N/S,202401310600,202401310100,202402071200
Duchesne County,0,N/S,202401310600,202401310100,202402071200
Alfalfa County,0,N/S,202401310600,202401310100,202402071200
Delta County,0,N/S,202401310600,202401310100,202402071200
Trousdale County,0,N/S,202401310600,202401310100,202402071200
Perry County,0,N/S,202401310600,202401310100,202402071200
Deuel County,0,N/S,202401310600,202401310100,202402071200
Jackson County,0,N/S,202401310600,202401310100,202402071200
Hormigueros Municipio,0,N/S,202401310600,202401310100,202402071200
Zavala County,0,N/S,202401310600,202401310100,202402071200
Banner County,0,N/S,202401310600,202401310100,202402071200
Madison County,0,N/S,202401310600,202401310100,202402071200
Broward County,0,N/S,202401310600,202401310100,202402071200
Toombs County,0,N/S,202401310600,202401310100,202402071200
Sanilac County,0,N/S,202401310600,202401310100,202402071200
Rockwall County,0,N/S,202401310600,202401310100,202402071200
Wayne County,0,N/S,202401310600,202401310100,202402071200
Nobles County,0,N/S,202401310600,202401310100,202402071200
Aitkin County,0,N/S,202401310600,202401310100,202402071200
Ramsey County,0,N/S,202401310600,202401310100,202402071200
Person County,0,N/S,202401310600,202401310100,202402071200
Trego County,0,N/S,202401310600,202401310100,202402071200
Washington County,0,N/S,202401310600,202401310100,202402071200
Eastland County,0,N/S,202401310600,202401310100,202402071200
Issaquena County,0,N/S,202401310600,202401310100,202402071200
DeWitt County,0,N/S,202401310600,202401310100,202402071200
Angelina County,0,N/S,202401310600,202401310100,202402071200
Saluda County,0,N/S,202401310600,202401310100,202402071200
Maries County,0,N/S,202401310600,202401310100,202402071200
Arkansas County,0,N/S,202401310600,202401310100,202402071200
Lawrence County,0,N/S,202401310600,202401310100,202402071200
Charlottesville city,0,N/S,202401310600,202401310100,202402071200
Bureau County,0,N/S,202401310600,202401310100,202402071200
Scioto County,0,N/S,202401310600,202401310100,202402071200
Madison County,0,N/S,202401310600,202401310100,202402071200
Jerome County,0,N/S,202401310600,202401310100,202402071200
Vinton County,0,N/S,202401310600,202401310100,202402071200
McLennan County,0,N/S,202401310600,202401310100,202402071200
Custer County,0,N/S,202401310600,202401310100,202402071200
Howard County,0,N/S,202401310600,202401310100,202402071200
Palm Beach County,0,N/S,202401310600,202401310100,202402071200
Lincoln County,0,N/S,202401310600,202401310100,202402071200
Butler County,0,N/S,202401310600,202401310100,202402071200
Sumner County,0,N/S,202401310600,202401310100,202402071200
King and Queen County,0,N/S,202401310600,202401310100,202402071200
Carroll County,0,N/S,202401310600,202401310100,202402071200
Waynesboro city,0,N/S,202401310600,202401310100,202402071200
Sitka City and Borough,0,N/S,202401310600,202401310100,202402071200
Multnomah County,0,N/S,202401310600,202401310100,202402071200
Grundy County,0,N/S,202401310600,202401310100,202402071200
Hubbard County,0,N/S,202401310600,202401310100,202402071200
Sargent County,0,N/S,202401310600,202401310100,202402071200
St. Lawrence County,0,N/S,202401310600,202401310100,202402071200
Reynolds County,0,N/S,202401310600,202401310100,202402071200
Sacramento County,1,TSTM,202401310600,202401310100,202402071200
Paulding County,0,N/S,202401310600,202401310100,202402071200
Wells County,0,N/S,202401310600,202401310100,202402071200
Floyd County,0,N/S,202401310600,202401310100,202402071200
Santa Barbara County,1,TSTM,202401310600,202401310100,202402071200
Boone County,0,N/S,202401310600,202401310100,202402071200
Benton County,0,N/S,202401310600,202401310100,202402071200
Crittenden County,0,N/S,202401310600,202401310100,202402071200
Palo Alto County,0,N/S,202401310600,202401310100,202402071200
Ringgold County,0,N/S,202401310600,202401310100,202402071200
Randolph County,0,N/S,202401310600,202401310100,202402071200
Cecil County,0,N/S,202401310600,202401310100,202402071200
Warren County,0,N/S,202401310600,202401310100,202402071200
Greeley County,0,N/S,202401310600,202401310100,202402071200
Jefferson County,0,N/S,202401310600,202401310100,202402071200
Saline County,0,N/S,202401310600,202401310100,202402071200
Knott County,0,N/S,202401310600,202401310100,202402071200
Clinton County,0,N/S,202401310600,202401310100,202402071200
Jackson County,0,N/S,202401310600,202401310100,202402071200
Dodge County,0,N/S,202401310600,202401310100,202402071200
Freeborn County,0,N/S,202401310600,202401310100,202402071200
Calaveras County,0,N/S,202401310600,202401310100,202402071200
Barnstable County,0,N/S,202401310600,202401310100,202402071200
Middlesex County,0,N/S,202401310600,202401310100,202402071200
Jefferson County,0,N/S,202401310600,202401310100,202402071200
Lake County,0,N/S,202401310600,202401310100,202402071200
Bedford County,0,N/S,202401310600,202401310100,202402071200
Clay County,0,N/S,202401310600,202401310100,202402071200
Coles County,0,N/S,202401310600,202401310100,202402071200
Lauderdale County,0,N/S,202401310600,202401310100,202402071200
Baker County,0,N/S,202401310600,202401310100,202402071200
Schuyler County,0,N/S,202401310600,202401310100,202402071200
Van Buren County,0,N/S,202401310600,202401310100,202402071200
Mercer County,0,N/S,202401310600,202401310100,202402071200
Lawrence County,0,N/S,202401310600,202401310100,202402071200
Morgan County,0,N/S,202401310600,202401310100,202402071200
Muhlenberg County,0,N/S,202401310600,202401310100,202402071200
Effingham County,0,N/S,202401310600,202401310100,202402071200
Loudon County,0,N/S,202401310600,202401310100,202402071200
Clark County,0,N/S,202401310600,202401310100,202402071200
Honolulu County,0,N/S,202401310600,202401310100,202402071200
Gilchrist County,0,N/S,202401310600,202401310100,202402071200
Tippecanoe County,0,N/S,202401310600,202401310100,202402071200
Snyder County,0,N/S,202401310600,202401310100,202402071200
Lamar County,0,N/S,202401310600,202401310100,202402071200
Miami-Dade County,0,N/S,202401310600,202401310100,202402071200
Dundy County,0,N/S,202401310600,202401310100,202402071200
Leon County,0,N/S,202401310600,202401310100,202402071200
Pitkin County,0,N/S,202401310600,202401310100,202402071200
Grand Forks County,0,N/S,202401310600,202401310100,202402071200
LaPorte County,0,N/S,202401310600,202401310100,202402071200
Hamilton County,0,N/S,202401310600,202401310100,202402071200
Emporia city,0,N/S,202401310600,202401310100,202402071200
Lincoln County,0,N/S,202401310600,202401310100,202402071200
Greeley County,0,N/S,202401310600,202401310100,202402071200
Harris County,0,N/S,202401310600,202401310100,202402071200
Screven County,0,N/S,202401310600,202401310100,202402071200
San Juan Municipio,0,N/S,202401310600,202401310100,202402071200
Stonewall County,0,N/S,202401310600,202401310100,202402071200
Henry County,0,N/S,202401310600,202401310100,202402071200
Grafton County,0,N/S,202401310600,202401310100,202402071200
Newton County,0,N/S,202401310600,202401310100,202402071200
Posey County,0,N/S,202401310600,202401310100,202402071200
McMullen County,0,N/S,202401310600,202401310100,202402071200
Cumberland County,0,N/S,202401310600,202401310100,202402071200
Walton County,0,N/S,202401310600,202401310100,202402071200
Pope County,0,N/S,202401310600,202401310100,202402071200
Rappahannock County,0,N/S,202401310600,202401310100,202402071200
Amherst County,0,N/S,202401310600,202401310100,202402071200
Ventura County,1,TSTM,202401310600,202401310100,202402071200
Crawford County,0,N/S,202401310600,202401310100,202402071200
Park County,0,N/S,202401310600,202401310100,202402071200
Los Angeles County,1,TSTM,202401310600,202401310100,202402071200
Yuma County,1,TSTM,202401310600,202401310100,202402071200
Gordon County,0,N/S,202401310600,202401310100,202402071200
Calhoun County,0,N/S,202401310600,202401310100,202402071200
Highlands County,0,N/S,202401310600,202401310100,202402071200
Covington city,0,N/S,202401310600,202401310100,202402071200
Orange County,0,N/S,202401310600,202401310100,202402071200
McPherson County,0,N/S,202401310600,202401310100,202402071200
Pinal County,1,TSTM,202401310600,202401310100,202402071200
Fulton County,0,N/S,202401310600,202401310100,202402071200
Alamosa County,0,N/S,202401310600,202401310100,202402071200
Citrus County,0,N/S,202401310600,202401310100,202402071200
Culebra Municipio,0,N/S,202401310600,202401310100,202402071200
Dorado Municipio,0,N/S,202401310600,202401310100,202402071200
DeKalb County,0,N/S,202401310600,202401310100,202402071200
Clarion County,0,N/S,202401310600,202401310100,202402071200
Miner County,0,N/S,202401310600,202401310100,202402071200
Jerauld County,0,N/S,202401310600,202401310100,202402071200
Decatur County,0,N/S,202401310600,202401310100,202402071200
Dubois County,0,N/S,202401310600,202401310100,202402071200
Essex County,0,N/S,202401310600,202401310100,202402071200
Williamsburg County,0,N/S,202401310600,202401310100,202402071200
Essex County,0,N/S,202401310600,202401310100,202402071200
Worth County,0,N/S,202401310600,202401310100,202402071200
Hughes County,0,N/S,202401310600,202401310100,202402071200
Buchanan County,0,N/S,202401310600,202401310100,202402071200
Alleghany County,0,N/S,202401310600,202401310100,202402071200
Lowndes County,0,N/S,202401310600,202401310100,202402071200
Scott County,0,N/S,202401310600,202401310100,202402071200
Prowers County,0,N/S,202401310600,202401310100,202402071200
Sutton County,0,N/S,202401310600,202401310100,202402071200
Sabana Grande Municipio,0,N/S,202401310600,202401310100,202402071200
Muskogee County,0,N/S,202401310600,202401310100,202402071200
Christian County,0,N/S,202401310600,202401310100,202402071200
Ciales Municipio,0,N/S,202401310600,202401310100,202402071200
Lamar County,0,N/S,202401310600,202401310100,202402071200
Ripley County,0,N/S,202401310600,202401310100,202402071200
Mercer County,0,N/S,202401310600,202401310100,202402071200
Hart County,0,N/S,202401310600,202401310100,202402071200
Jackson Parish,0,N/S,202401310600,202401310100,202402071200
Northumberland County,0,N/S,202401310600,202401310100,202402071200
Fort Bend County,0,N/S,202401310600,202401310100,202402071200
Green Lake County,0,N/S,202401310600,202401310100,202402071200
Pondera County,0,N/S,202401310600,202401310100,202402071200
Walworth County,0,N/S,202401310600,202401310100,202402071200
Mineral County,0,N/S,202401310600,202401310100,202402071200
Fulton County,0,N/S,202401310600,202401310100,202402071200
Suffolk County,0,N/S,202401310600,202401310100,202402071200
Union County,0,N/S,202401310600,202401310100,202402071200
McDonald County,0,N/S,202401310600,202401310100,202402071200
Scotts Bluff County,0,N/S,202401310600,202401310100,202402071200
San Miguel County,0,N/S,202401310600,202401310100,202402071200
Lee County,0,N/S,202401310600,202401310100,202402071200
Parker County,0,N/S,202401310600,202401310100,202402071200
Dickey County,0,N/S,202401310600,202401310100,202402071200
Barnes County,0,N/S,202401310600,202401310100,202402071200
Sibley County,0,N/S,202401310600,202401310100,202402071200
Upson County,0,N/S,202401310600,202401310100,202402071200
Sonoma County,1,TSTM,202401310600,202401310100,202402071200
Chippewa County,0,N/S,202401310600,202401310100,202402071200
Bonneville County,0,N/S,202401310600,202401310100,202402071200
Barrow County,0,N/S,202401310600,202401310100,202402071200
Long County,0,N/S,202401310600,202401310100,202402071200
Kinney County,0,N/S,202401310600,202401310100,202402071200
Ottawa County,0,N/S,202401310600,202401310100,202402071200
Clearfield County,0,N/S,202401310600,202401310100,202402071200
Clinton County,0,N/S,202401310600,202401310100,202402071200
Santa Isabel Municipio,0,N/S,202401310600,202401310100,202402071200
Montgomery County,0,N/S,202401310600,202401310100,202402071200
Alcorn County,0,N/S,202401310600,202401310100,202402071200
Lafayette County,0,N/S,202401310600,202401310100,202402071200
Grant Parish,0,N/S,202401310600,202401310100,202402071200
Atchison County,0,N/S,202401310600,202401310100,202402071200
Macon County,0,N/S,202401310600,202401310100,202402071200
St. Joseph County,0,N/S,202401310600,202401310100,202402071200
Franklin County,0,N/S,202401310600,202401310100,202402071200
Garfield County,0,N/S,202401310600,202401310100,202402071200
Adams County,0,N/S,202401310600,202401310100,202402071200
Olmsted County,0,N/S,202401310600,202401310100,202402071200
Union County,0,N/S,202401310600,202401310100,202402071200
Trujillo Alto Municipio,0,N/S,202401310600,202401310100,202402071200
Mobile County,0,N/S,202401310600,202401310100,202402071200
McCook County,0,N/S,202401310600,202401310100,202402071200
Fayette County,0,N/S,202401310600,202401310100,202402071200
Chambers County,0,N/S,202401310600,202401310100,202402071200
Northampton County,0,N/S,202401310600,202401310100,202402071200
Moffat County,0,N/S,202401310600,202401310100,202402071200
Green County,0,N/S,202401310600,202401310100,202402071200
Franklin County,0,N/S,202401310600,202401310100,202402071200
Beaufort County,0,N/S,202401310600,202401310100,202402071200
Jayuya Municipio,0,N/S,202401310600,202401310100,202402071200
Burleigh County,0,N/S,202401310600,202401310100,202402071200
Rowan County,0,N/S,202401310600,202401310100,202402071200
Iron County,0,N/S,202401310600,202401310100,202402071200
Kandiyohi County,0,N/S,202401310600,202401310100,202402071200
Wolfe County,0,N/S,202401310600,202401310100,202402071200
Fayette County,0,N/S,202401310600,202401310100,202402071200
Lawrence County,0,N/S,202401310600,202401310100,202402071200
Washington County,0,N/S,202401310600,202401310100,202402071200
Briscoe County,0,N/S,202401310600,202401310100,202402071200
Ontonagon County,0,N/S,202401310600,202401310100,202402071200
Carroll County,0,N/S,202401310600,202401310100,202402071200
Benton County,0,N/S,202401310600,202401310100,202402071200
Rock County,0,N/S,202401310600,202401310100,202402071200
Indiana County,0,N/S,202401310600,202401310100,202402071200
Lincoln Parish,0,N/S,202401310600,202401310100,202402071200
Perry County,0,N/S,202401310600,202401310100,202402071200
Ziebach County,0,N/S,202401310600,202401310100,202402071200
Harrison County,0,N/S,202401310600,202401310100,202402071200
Baraga County,0,N/S,202401310600,202401310100,202402071200
Rogers County,0,N/S,202401310600,202401310100,202402071200
Boone County,0,N/S,202401310600,202401310100,202402071200
Mayagüez Municipio,0,N/S,202401310600,202401310100,202402071200
