NAMELSAD,event_index,category,ISSUE_TIME,START_TIME,END_TIME
Chickasaw County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Ketchikan Gateway Borough,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Clare County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Republic County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Volusia County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Canadian County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Quebradillas Municipio,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
St. Thomas Island,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Floyd County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Churchill County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Webster County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Hancock County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Hutchinson County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Crook County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Franklin County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Marquette County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Davidson County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Clay County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Knox County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Livingston County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Tioga County,2,MINOR,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Dakota County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Leelanau County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Surry County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Refugio County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Butler County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Terrell County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Clayton County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Fremont County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Ohio County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Columbia County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Sedgwick County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Musselshell County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Dauphin County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Moody County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Putnam County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Sussex County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Decatur County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Perry County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Union County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Boyd County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Mille Lacs County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Walsh County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Morgan County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Portage County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Uinta County,2,MINOR,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Humboldt County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Jim Hogg County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Cheyenne County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Clackamas County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Polk County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Macon County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Benton County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Morgan County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Douglas County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Worcester County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Wabash County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Huntington County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Scott County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Decatur County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Wabash County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Allen County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Marshall County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Thomas County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Sioux County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Dimmit County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Fillmore County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Chester County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Lac qui Parle County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Cache County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Pierce County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Charlton County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Polk County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
McLean County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Androscoggin County,2,MINOR,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Kootenai County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Clark County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Phillips County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Holt County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Johnson County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
La Crosse County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Caldwell Parish,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Edmonson County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Bond County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Brown County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
McLeod County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Dunn County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Custer County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Madison County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Nolan County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Wayne County,2,MINOR,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Saratoga County,2,MINOR,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Brazos County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Marshall County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Allegany County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Wetzel County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Jackson County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Clatsop County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Lewis County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Allegany County,2,MINOR,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Cedar County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Orange County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
DeKalb County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Pickens County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Chouteau County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Brown County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Campbell County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Franklin County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Baltimore city,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Lyon County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Carroll County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Tensas Parish,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Monroe County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Hamilton County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Pocahontas County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Gem County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Independence County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Lonoke County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Newton County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Franklin County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Hendry County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Taliaferro County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Jefferson County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Meagher County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
La Plata County,2,MINOR,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Bell County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Kemper County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Clark County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Klamath County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Oswego County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Naranjito Municipio,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Cherokee County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Bandera County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Rosebud County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Union County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Schoolcraft County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Ulster County,2,MINOR,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Camden County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Jersey County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Hanover County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Wallace County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Alger County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Fulton County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Hidalgo County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Robeson County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Newaygo County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Morrow County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Todd County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Logan County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Lincoln County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Miller County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Orange County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
San Juan County,2,MINOR,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Franklin County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Carroll County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Riley County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Schleicher County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Russell County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Caldwell County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Madison County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Warrick County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Adair County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Gallatin County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Harrison County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Sagadahoc County,2,MINOR,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Sweet Grass County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Grayson County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Greene County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Northwest Arctic Borough,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Ellis County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Hale County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Perry County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Colbert County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Pratt County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Bourbon County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Rutherford County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Cook County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Lane County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Harper County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Piatt County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Crosby County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Fajardo Municipio,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Greene County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Clark County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Kossuth County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Yabucoa Municipio,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Burke County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Durham County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Harrison County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Keya Paha County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Webster County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Pope County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Smith County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Henry County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Alexandria city,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Jefferson County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Lewis and Clark County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Duchesne County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Alfalfa County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Delta County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Trousdale County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Perry County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Deuel County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Jackson County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Hormigueros Municipio,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Zavala County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Banner County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Madison County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Broward County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Toombs County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Sanilac County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Rockwall County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Wayne County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Nobles County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Aitkin County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Ramsey County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Person County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Trego County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Washington County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Eastland County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Issaquena County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
DeWitt County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Angelina County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Saluda County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Maries County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Arkansas County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Lawrence County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Charlottesville city,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Bureau County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Scioto County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Madison County,2,MINOR,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Jerome County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Vinton County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
McLennan County,0,N/S,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Custer County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
Howard County,1,LIMITED,2024-01-28 0731Z,07Z 01/28/24,06Z 01/31/24
