NAMELSAD,event_index,category,ISSUE_TIME,START_TIME,END_TIME
Tangipahoa Parish,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Stafford County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Menominee County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Jasper County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Brantley County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Lamar County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Steuben County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Orange County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Fayette County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Hampshire County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Allen County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Alamance County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Greenwood County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Suffolk County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Jefferson County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Gonzales County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Marion County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Alpena County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Wayne County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
White County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Fannin County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Doniphan County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Kerr County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Hernando County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Wakulla County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Walton County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Chickasaw County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Ketchikan Gateway Borough,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Clare County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Republic County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Volusia County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Canadian County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Quebradillas Municipio,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
St. Thomas Island,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Floyd County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Churchill County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Webster County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Hancock County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Hutchinson County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Crook County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Franklin County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Marquette County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Davidson County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Clay County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Knox County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Livingston County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Tioga County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Dakota County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Leelanau County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Surry County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Refugio County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Butler County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Terrell County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Clayton County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Fremont County,2,MINOR,202401310600,00Z 01/31/24,00Z 02/03/24
Ohio County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Columbia County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Sedgwick County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Musselshell County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Dauphin County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Moody County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Putnam County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Sussex County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Decatur County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Perry County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Union County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Boyd County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Mille Lacs County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Walsh County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Morgan County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Portage County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Uinta County,2,MINOR,202401310600,00Z 01/31/24,00Z 02/03/24
Humboldt County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Jim Hogg County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Cheyenne County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Clackamas County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Polk County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Macon County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Benton County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Morgan County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Douglas County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Worcester County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Wabash County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Huntington County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Scott County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Decatur County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Wabash County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Allen County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Marshall County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Thomas County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Sioux County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Dimmit County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Fillmore County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Chester County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Lac qui Parle County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Cache County,2,MINOR,202401310600,00Z 01/31/24,00Z 02/03/24
Pierce County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Charlton County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Polk County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
McLean County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Androscoggin County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Kootenai County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Clark County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Phillips County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Holt County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Johnson County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
La Crosse County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Caldwell Parish,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Edmonson County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Bond County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Brown County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
McLeod County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Dunn County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Custer County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Madison County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Nolan County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Wayne County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Saratoga County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Brazos County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Marshall County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Allegany County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Wetzel County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Jackson County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Clatsop County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Lewis County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Allegany County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Cedar County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Orange County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
DeKalb County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Pickens County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Chouteau County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Brown County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Campbell County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Franklin County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Baltimore city,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Lyon County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Carroll County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Tensas Parish,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Monroe County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Hamilton County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Pocahontas County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Gem County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Independence County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Lonoke County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Newton County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Franklin County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Hendry County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Taliaferro County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Jefferson County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Meagher County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
La Plata County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Bell County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Kemper County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Clark County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Klamath County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Oswego County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Naranjito Municipio,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Cherokee County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Bandera County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Rosebud County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Union County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Schoolcraft County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Ulster County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Camden County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Jersey County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Hanover County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Wallace County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Alger County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Fulton County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Hidalgo County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Robeson County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Newaygo County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Morrow County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Todd County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Logan County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Lincoln County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Miller County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Orange County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
San Juan County,2,MINOR,202401310600,00Z 01/31/24,00Z 02/03/24
Franklin County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Carroll County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Riley County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Schleicher County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Russell County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Caldwell County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Madison County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Warrick County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Adair County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Gallatin County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Harrison County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Sagadahoc County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Sweet Grass County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Grayson County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Greene County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Northwest Arctic Borough,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Ellis County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Hale County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Perry County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Colbert County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Pratt County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Bourbon County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Rutherford County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Cook County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Lane County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Harper County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Piatt County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Crosby County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Fajardo Municipio,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Greene County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Clark County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Kossuth County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Yabucoa Municipio,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Burke County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Durham County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Harrison County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Keya Paha County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Webster County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Pope County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Smith County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Henry County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Alexandria city,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Jefferson County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Lewis and Clark County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Duchesne County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Alfalfa County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Delta County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Trousdale County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Perry County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Deuel County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Jackson County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Hormigueros Municipio,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Zavala County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Banner County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Madison County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Broward County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Toombs County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Sanilac County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Rockwall County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Wayne County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Nobles County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Aitkin County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Ramsey County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Person County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Trego County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Washington County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Eastland County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Issaquena County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
DeWitt County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Angelina County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Saluda County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Maries County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Arkansas County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Lawrence County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Charlottesville city,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Bureau County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Scioto County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Madison County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Jerome County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Vinton County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
McLennan County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Custer County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Howard County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Palm Beach County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Lincoln County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Butler County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Sumner County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
King and Queen County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Carroll County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Waynesboro city,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Sitka City and Borough,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Multnomah County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Grundy County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Hubbard County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Sargent County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
St. Lawrence County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Reynolds County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Sacramento County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Paulding County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Wells County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Floyd County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Santa Barbara County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Boone County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Benton County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Crittenden County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Palo Alto County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Ringgold County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Randolph County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Cecil County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Warren County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Greeley County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Jefferson County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Saline County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Knott County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Clinton County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Jackson County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Dodge County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Freeborn County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Calaveras County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Barnstable County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Middlesex County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Jefferson County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Lake County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Bedford County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Clay County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Coles County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Lauderdale County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Baker County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Schuyler County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Van Buren County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Mercer County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Lawrence County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Morgan County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Muhlenberg County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Effingham County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Loudon County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Clark County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Honolulu County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Gilchrist County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Tippecanoe County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
Snyder County,1,LIMITED,202401310600,00Z 01/31/24,00Z 02/03/24
Lamar County,0,N/S,202401310600,00Z 01/31/24,00Z 02/03/24
