NAMELSAD,STUSPS,event_index,category,ISSUE_TIME,START_TIME,END_TIME
Hernando County,FL,0,N/S,202402150600,202402150100,202402221200
Wakulla County,FL,0,N/S,202402150600,202402150100,202402221200
Walton County,FL,0,N/S,202402150600,202402150100,202402221200
Chickasaw County,MS,0,N/S,202402150600,202402150100,202402221200
Ketchikan Gateway Borough,AK,0,N/S,202402150600,202402150100,202402221200
Clare County,MI,0,N/S,202402150600,202402150100,202402221200
Republic County,KS,0,N/S,202402150600,202402150100,202402221200
Volusia County,FL,0,N/S,202402150600,202402150100,202402221200
Canadian County,OK,0,N/S,202402150600,202402150100,202402221200
Quebradillas Municipio,PR,0,N/S,202402150600,202402150100,202402221200
St. Thomas Island,VI,0,N/S,202402150600,202402150100,202402221200
Floyd County,GA,0,N/S,202402150600,202402150100,202402221200
Churchill County,NV,0,N/S,202402150600,202402150100,202402221200
Webster County,NE,0,N/S,202402150600,202402150100,202402221200
Hancock County,IL,1,TSTM,202402150600,202402150100,202402221200
Hutchinson County,SD,0,N/S,202402150600,202402150100,202402221200
Crook County,OR,0,N/S,202402150600,202402150100,202402221200
Franklin County,VT,0,N/S,202402150600,202402150100,202402221200
Marquette County,MI,0,N/S,202402150600,202402150100,202402221200
Davidson County,NC,0,N/S,202402150600,202402150100,202402221200
Clay County,IL,0,N/S,202402150600,202402150100,202402221200
Knox County,MO,1,TSTM,202402150600,202402150100,202402221200
Livingston County,MO,1,TSTM,202402150600,202402150100,202402221200
Tioga County,PA,0,N/S,202402150600,202402150100,202402221200
Dakota County,NE,0,N/S,202402150600,202402150100,202402221200
Leelanau County,MI,0,N/S,202402150600,202402150100,202402221200
Surry County,VA,0,N/S,202402150600,202402150100,202402221200
Refugio County,TX,0,N/S,202402150600,202402150100,202402221200
Butler County,OH,0,N/S,202402150600,202402150100,202402221200
Terrell County,GA,0,N/S,202402150600,202402150100,202402221200
Clayton County,GA,0,N/S,202402150600,202402150100,202402221200
Fremont County,WY,0,N/S,202402150600,202402150100,202402221200
Ohio County,IN,0,N/S,202402150600,202402150100,202402221200
Columbia County,GA,0,N/S,202402150600,202402150100,202402221200
Sedgwick County,CO,0,N/S,202402150600,202402150100,202402221200
Musselshell County,MT,0,N/S,202402150600,202402150100,202402221200
Dauphin County,PA,0,N/S,202402150600,202402150100,202402221200
Moody County,SD,0,N/S,202402150600,202402150100,202402221200
Putnam County,WV,0,N/S,202402150600,202402150100,202402221200
Sussex County,NJ,0,N/S,202402150600,202402150100,202402221200
Decatur County,KS,0,N/S,202402150600,202402150100,202402221200
Perry County,IN,0,N/S,202402150600,202402150100,202402221200
Union County,MS,1,TSTM,202402150600,202402150100,202402221200
Boyd County,NE,0,N/S,202402150600,202402150100,202402221200
Mille Lacs County,MN,0,N/S,202402150600,202402150100,202402221200
Walsh County,ND,0,N/S,202402150600,202402150100,202402221200
Morgan County,OH,0,N/S,202402150600,202402150100,202402221200
Portage County,OH,0,N/S,202402150600,202402150100,202402221200
Uinta County,WY,0,N/S,202402150600,202402150100,202402221200
Humboldt County,NV,0,N/S,202402150600,202402150100,202402221200
Jim Hogg County,TX,0,N/S,202402150600,202402150100,202402221200
Cheyenne County,CO,0,N/S,202402150600,202402150100,202402221200
Clackamas County,OR,0,N/S,202402150600,202402150100,202402221200
Polk County,AR,1,TSTM,202402150600,202402150100,202402221200
Macon County,GA,0,N/S,202402150600,202402150100,202402221200
Benton County,IN,0,N/S,202402150600,202402150100,202402221200
Morgan County,TN,0,N/S,202402150600,202402150100,202402221200
Douglas County,SD,0,N/S,202402150600,202402150100,202402221200
Worcester County,MD,0,N/S,202402150600,202402150100,202402221200
Wabash County,IL,0,N/S,202402150600,202402150100,202402221200
Huntington County,IN,0,N/S,202402150600,202402150100,202402221200
Scott County,KY,0,N/S,202402150600,202402150100,202402221200
Decatur County,IA,1,TSTM,202402150600,202402150100,202402221200
Wabash County,IN,0,N/S,202402150600,202402150100,202402221200
Allen County,IN,0,N/S,202402150600,202402150100,202402221200
Marshall County,IN,0,N/S,202402150600,202402150100,202402221200
Thomas County,NE,0,N/S,202402150600,202402150100,202402221200
Sioux County,ND,0,N/S,202402150600,202402150100,202402221200
Dimmit County,TX,0,N/S,202402150600,202402150100,202402221200
Fillmore County,MN,0,N/S,202402150600,202402150100,202402221200
Chester County,SC,0,N/S,202402150600,202402150100,202402221200
Lac qui Parle County,MN,0,N/S,202402150600,202402150100,202402221200
Cache County,UT,0,N/S,202402150600,202402150100,202402221200
Pierce County,WI,0,N/S,202402150600,202402150100,202402221200
Charlton County,GA,0,N/S,202402150600,202402150100,202402221200
Polk County,GA,0,N/S,202402150600,202402150100,202402221200
McLean County,IL,1,TSTM,202402150600,202402150100,202402221200
Androscoggin County,ME,0,N/S,202402150600,202402150100,202402221200
Kootenai County,ID,0,N/S,202402150600,202402150100,202402221200
Clark County,NV,0,N/S,202402150600,202402150100,202402221200
Phillips County,KS,0,N/S,202402150600,202402150100,202402221200
Holt County,NE,0,N/S,202402150600,202402150100,202402221200
Johnson County,MO,1,TSTM,202402150600,202402150100,202402221200
La Crosse County,WI,0,N/S,202402150600,202402150100,202402221200
Caldwell Parish,LA,0,N/S,202402150600,202402150100,202402221200
Edmonson County,KY,0,N/S,202402150600,202402150100,202402221200
Bond County,IL,0,N/S,202402150600,202402150100,202402221200
Brown County,IL,1,TSTM,202402150600,202402150100,202402221200
McLeod County,MN,0,N/S,202402150600,202402150100,202402221200
Dunn County,WI,0,N/S,202402150600,202402150100,202402221200
Custer County,CO,0,N/S,202402150600,202402150100,202402221200
Madison County,MO,0,N/S,202402150600,202402150100,202402221200
Nolan County,TX,0,N/S,202402150600,202402150100,202402221200
Wayne County,PA,0,N/S,202402150600,202402150100,202402221200
Saratoga County,NY,0,N/S,202402150600,202402150100,202402221200
Brazos County,TX,0,N/S,202402150600,202402150100,202402221200
Marshall County,OK,0,N/S,202402150600,202402150100,202402221200
Allegany County,MD,0,N/S,202402150600,202402150100,202402221200
Wetzel County,WV,0,N/S,202402150600,202402150100,202402221200
Jackson County,WI,0,N/S,202402150600,202402150100,202402221200
Clatsop County,OR,0,N/S,202402150600,202402150100,202402221200
Lewis County,WA,0,N/S,202402150600,202402150100,202402221200
Allegany County,NY,0,N/S,202402150600,202402150100,202402221200
Cedar County,IA,1,TSTM,202402150600,202402150100,202402221200
Orange County,IN,0,N/S,202402150600,202402150100,202402221200
DeKalb County,GA,0,N/S,202402150600,202402150100,202402221200
Pickens County,GA,0,N/S,202402150600,202402150100,202402221200
Chouteau County,MT,0,N/S,202402150600,202402150100,202402221200
Brown County,NE,0,N/S,202402150600,202402150100,202402221200
Campbell County,TN,0,N/S,202402150600,202402150100,202402221200
Franklin County,NC,0,N/S,202402150600,202402150100,202402221200
Baltimore city,MD,0,N/S,202402150600,202402150100,202402221200
Lyon County,KS,0,N/S,202402150600,202402150100,202402221200
Carroll County,IA,0,N/S,202402150600,202402150100,202402221200
Tensas Parish,LA,0,N/S,202402150600,202402150100,202402221200
Monroe County,TN,0,N/S,202402150600,202402150100,202402221200
Hamilton County,KS,0,N/S,202402150600,202402150100,202402221200
Pocahontas County,IA,0,N/S,202402150600,202402150100,202402221200
Gem County,ID,0,N/S,202402150600,202402150100,202402221200
Independence County,AR,1,TSTM,202402150600,202402150100,202402221200
Lonoke County,AR,1,TSTM,202402150600,202402150100,202402221200
Newton County,IN,0,N/S,202402150600,202402150100,202402221200
Franklin County,GA,0,N/S,202402150600,202402150100,202402221200
Hendry County,FL,0,N/S,202402150600,202402150100,202402221200
Taliaferro County,GA,0,N/S,202402150600,202402150100,202402221200
Jefferson County,TX,0,N/S,202402150600,202402150100,202402221200
Meagher County,MT,0,N/S,202402150600,202402150100,202402221200
La Plata County,CO,0,N/S,202402150600,202402150100,202402221200
Bell County,TX,0,N/S,202402150600,202402150100,202402221200
Kemper County,MS,0,N/S,202402150600,202402150100,202402221200
Clark County,AR,1,TSTM,202402150600,202402150100,202402221200
Klamath County,OR,0,N/S,202402150600,202402150100,202402221200
Oswego County,NY,0,N/S,202402150600,202402150100,202402221200
Naranjito Municipio,PR,0,N/S,202402150600,202402150100,202402221200
Cherokee County,AL,0,N/S,202402150600,202402150100,202402221200
Bandera County,TX,0,N/S,202402150600,202402150100,202402221200
Rosebud County,MT,0,N/S,202402150600,202402150100,202402221200
Union County,NM,0,N/S,202402150600,202402150100,202402221200
Schoolcraft County,MI,0,N/S,202402150600,202402150100,202402221200
Ulster County,NY,0,N/S,202402150600,202402150100,202402221200
Camden County,NJ,0,N/S,202402150600,202402150100,202402221200
Jersey County,IL,1,TSTM,202402150600,202402150100,202402221200
Hanover County,VA,0,N/S,202402150600,202402150100,202402221200
Wallace County,KS,0,N/S,202402150600,202402150100,202402221200
Alger County,MI,0,N/S,202402150600,202402150100,202402221200
Fulton County,AR,0,N/S,202402150600,202402150100,202402221200
Hidalgo County,TX,0,N/S,202402150600,202402150100,202402221200
Robeson County,NC,0,N/S,202402150600,202402150100,202402221200
Newaygo County,MI,0,N/S,202402150600,202402150100,202402221200
Morrow County,OR,0,N/S,202402150600,202402150100,202402221200
Todd County,MN,0,N/S,202402150600,202402150100,202402221200
Logan County,AR,1,TSTM,202402150600,202402150100,202402221200
Lincoln County,NC,0,N/S,202402150600,202402150100,202402221200
Miller County,AR,1,TSTM,202402150600,202402150100,202402221200
Orange County,FL,0,N/S,202402150600,202402150100,202402221200
San Juan County,CO,0,N/S,202402150600,202402150100,202402221200
Franklin County,ID,0,N/S,202402150600,202402150100,202402221200
Carroll County,GA,0,N/S,202402150600,202402150100,202402221200
Riley County,KS,0,N/S,202402150600,202402150100,202402221200
Schleicher County,TX,0,N/S,202402150600,202402150100,202402221200
Russell County,VA,0,N/S,202402150600,202402150100,202402221200
Caldwell County,NC,0,N/S,202402150600,202402150100,202402221200
Madison County,ID,0,N/S,202402150600,202402150100,202402221200
Warrick County,IN,0,N/S,202402150600,202402150100,202402221200
Adair County,KY,0,N/S,202402150600,202402150100,202402221200
Gallatin County,KY,0,N/S,202402150600,202402150100,202402221200
Harrison County,KY,0,N/S,202402150600,202402150100,202402221200
Sagadahoc County,ME,0,N/S,202402150600,202402150100,202402221200
Sweet Grass County,MT,0,N/S,202402150600,202402150100,202402221200
Grayson County,TX,0,N/S,202402150600,202402150100,202402221200
Greene County,PA,0,N/S,202402150600,202402150100,202402221200
Northwest Arctic Borough,AK,0,N/S,202402150600,202402150100,202402221200
Ellis County,KS,0,N/S,202402150600,202402150100,202402221200
Hale County,AL,0,N/S,202402150600,202402150100,202402221200
Perry County,AL,0,N/S,202402150600,202402150100,202402221200
Colbert County,AL,0,N/S,202402150600,202402150100,202402221200
Pratt County,KS,0,N/S,202402150600,202402150100,202402221200
Bourbon County,KY,0,N/S,202402150600,202402150100,202402221200
Rutherford County,TN,0,N/S,202402150600,202402150100,202402221200
Cook County,GA,0,N/S,202402150600,202402150100,202402221200
Lane County,KS,0,N/S,202402150600,202402150100,202402221200
Harper County,OK,0,N/S,202402150600,202402150100,202402221200
Piatt County,IL,1,TSTM,202402150600,202402150100,202402221200
Crosby County,TX,0,N/S,202402150600,202402150100,202402221200
Fajardo Municipio,PR,0,N/S,202402150600,202402150100,202402221200
Greene County,AL,0,N/S,202402150600,202402150100,202402221200
Clark County,ID,0,N/S,202402150600,202402150100,202402221200
Kossuth County,IA,0,N/S,202402150600,202402150100,202402221200
Yabucoa Municipio,PR,0,N/S,202402150600,202402150100,202402221200
Burke County,ND,0,N/S,202402150600,202402150100,202402221200
Durham County,NC,0,N/S,202402150600,202402150100,202402221200
Harrison County,IA,0,N/S,202402150600,202402150100,202402221200
Keya Paha County,NE,0,N/S,202402150600,202402150100,202402221200
Webster County,IA,0,N/S,202402150600,202402150100,202402221200
Pope County,IL,0,N/S,202402150600,202402150100,202402221200
Smith County,TN,0,N/S,202402150600,202402150100,202402221200
Henry County,VA,0,N/S,202402150600,202402150100,202402221200
Alexandria city,VA,0,N/S,202402150600,202402150100,202402221200
Jefferson County,IA,1,TSTM,202402150600,202402150100,202402221200
Lewis and Clark County,MT,0,N/S,202402150600,202402150100,202402221200
Duchesne County,UT,0,N/S,202402150600,202402150100,202402221200
Alfalfa County,OK,0,N/S,202402150600,202402150100,202402221200
Delta County,TX,1,TSTM,202402150600,202402150100,202402221200
Trousdale County,TN,0,N/S,202402150600,202402150100,202402221200
Perry County,KY,0,N/S,202402150600,202402150100,202402221200
Deuel County,SD,0,N/S,202402150600,202402150100,202402221200
Jackson County,OR,0,N/S,202402150600,202402150100,202402221200
Hormigueros Municipio,PR,0,N/S,202402150600,202402150100,202402221200
Zavala County,TX,0,N/S,202402150600,202402150100,202402221200
Banner County,NE,0,N/S,202402150600,202402150100,202402221200
Madison County,IA,0,N/S,202402150600,202402150100,202402221200
Broward County,FL,0,N/S,202402150600,202402150100,202402221200
Toombs County,GA,0,N/S,202402150600,202402150100,202402221200
Sanilac County,MI,0,N/S,202402150600,202402150100,202402221200
Rockwall County,TX,0,N/S,202402150600,202402150100,202402221200
Wayne County,MI,0,N/S,202402150600,202402150100,202402221200
Nobles County,MN,0,N/S,202402150600,202402150100,202402221200
Aitkin County,MN,0,N/S,202402150600,202402150100,202402221200
Ramsey County,ND,0,N/S,202402150600,202402150100,202402221200
Person County,NC,0,N/S,202402150600,202402150100,202402221200
Trego County,KS,0,N/S,202402150600,202402150100,202402221200
Washington County,MS,1,TSTM,202402150600,202402150100,202402221200
Eastland County,TX,0,N/S,202402150600,202402150100,202402221200
Issaquena County,MS,0,N/S,202402150600,202402150100,202402221200
DeWitt County,TX,0,N/S,202402150600,202402150100,202402221200
Angelina County,TX,0,N/S,202402150600,202402150100,202402221200
Saluda County,SC,0,N/S,202402150600,202402150100,202402221200
Maries County,MO,0,N/S,202402150600,202402150100,202402221200
Arkansas County,AR,1,TSTM,202402150600,202402150100,202402221200
Lawrence County,MO,0,N/S,202402150600,202402150100,202402221200
Charlottesville city,VA,0,N/S,202402150600,202402150100,202402221200
Bureau County,IL,1,TSTM,202402150600,202402150100,202402221200
Scioto County,OH,0,N/S,202402150600,202402150100,202402221200
Madison County,NC,0,N/S,202402150600,202402150100,202402221200
Jerome County,ID,0,N/S,202402150600,202402150100,202402221200
Vinton County,OH,0,N/S,202402150600,202402150100,202402221200
McLennan County,TX,0,N/S,202402150600,202402150100,202402221200
Custer County,ID,0,N/S,202402150600,202402150100,202402221200
Howard County,IA,0,N/S,202402150600,202402150100,202402221200
Palm Beach County,FL,0,N/S,202402150600,202402150100,202402221200
Lincoln County,GA,0,N/S,202402150600,202402150100,202402221200
Butler County,AL,0,N/S,202402150600,202402150100,202402221200
Sumner County,TN,0,N/S,202402150600,202402150100,202402221200
King and Queen County,VA,0,N/S,202402150600,202402150100,202402221200
Carroll County,AR,0,N/S,202402150600,202402150100,202402221200
Waynesboro city,VA,0,N/S,202402150600,202402150100,202402221200
Sitka City and Borough,AK,0,N/S,202402150600,202402150100,202402221200
Multnomah County,OR,0,N/S,202402150600,202402150100,202402221200
Grundy County,TN,0,N/S,202402150600,202402150100,202402221200
Hubbard County,MN,0,N/S,202402150600,202402150100,202402221200
Sargent County,ND,0,N/S,202402150600,202402150100,202402221200
St. Lawrence County,NY,0,N/S,202402150600,202402150100,202402221200
Reynolds County,MO,0,N/S,202402150600,202402150100,202402221200
Sacramento County,CA,0,N/S,202402150600,202402150100,202402221200
Paulding County,OH,0,N/S,202402150600,202402150100,202402221200
Wells County,IN,0,N/S,202402150600,202402150100,202402221200
Floyd County,VA,0,N/S,202402150600,202402150100,202402221200
Santa Barbara County,CA,0,N/S,202402150600,202402150100,202402221200
Boone County,WV,0,N/S,202402150600,202402150100,202402221200
Benton County,MS,1,TSTM,202402150600,202402150100,202402221200
Crittenden County,KY,0,N/S,202402150600,202402150100,202402221200
Palo Alto County,IA,0,N/S,202402150600,202402150100,202402221200
Ringgold County,IA,0,N/S,202402150600,202402150100,202402221200
Randolph County,NC,0,N/S,202402150600,202402150100,202402221200
Cecil County,MD,0,N/S,202402150600,202402150100,202402221200
Warren County,IN,0,N/S,202402150600,202402150100,202402221200
Greeley County,NE,0,N/S,202402150600,202402150100,202402221200
Jefferson County,NE,0,N/S,202402150600,202402150100,202402221200
Saline County,NE,0,N/S,202402150600,202402150100,202402221200
Knott County,KY,0,N/S,202402150600,202402150100,202402221200
Clinton County,IA,1,TSTM,202402150600,202402150100,202402221200
Jackson County,MN,0,N/S,202402150600,202402150100,202402221200
Dodge County,MN,0,N/S,202402150600,202402150100,202402221200
Freeborn County,MN,0,N/S,202402150600,202402150100,202402221200
Calaveras County,CA,0,N/S,202402150600,202402150100,202402221200
Barnstable County,MA,0,N/S,202402150600,202402150100,202402221200
Middlesex County,VA,0,N/S,202402150600,202402150100,202402221200
Jefferson County,PA,0,N/S,202402150600,202402150100,202402221200
Lake County,IN,0,N/S,202402150600,202402150100,202402221200
Bedford County,TN,0,N/S,202402150600,202402150100,202402221200
Clay County,TN,0,N/S,202402150600,202402150100,202402221200
Coles County,IL,0,N/S,202402150600,202402150100,202402221200
Lauderdale County,TN,1,TSTM,202402150600,202402150100,202402221200
Baker County,OR,0,N/S,202402150600,202402150100,202402221200
Schuyler County,NY,0,N/S,202402150600,202402150100,202402221200
Van Buren County,MI,0,N/S,202402150600,202402150100,202402221200
Mercer County,IL,1,TSTM,202402150600,202402150100,202402221200
Lawrence County,KY,0,N/S,202402150600,202402150100,202402221200
Morgan County,KY,0,N/S,202402150600,202402150100,202402221200
Muhlenberg County,KY,0,N/S,202402150600,202402150100,202402221200
Effingham County,IL,0,N/S,202402150600,202402150100,202402221200
Loudon County,TN,0,N/S,202402150600,202402150100,202402221200
Clark County,SD,0,N/S,202402150600,202402150100,202402221200
Honolulu County,HI,0,N/S,202402150600,202402150100,202402221200
Gilchrist County,FL,0,N/S,202402150600,202402150100,202402221200
Tippecanoe County,IN,0,N/S,202402150600,202402150100,202402221200
Snyder County,PA,0,N/S,202402150600,202402150100,202402221200
Lamar County,TX,1,TSTM,202402150600,202402150100,202402221200
Miami-Dade County,FL,0,N/S,202402150600,202402150100,202402221200
Dundy County,NE,0,N/S,202402150600,202402150100,202402221200
Leon County,TX,0,N/S,202402150600,202402150100,202402221200
Pitkin County,CO,0,N/S,202402150600,202402150100,202402221200
Grand Forks County,ND,0,N/S,202402150600,202402150100,202402221200
LaPorte County,IN,0,N/S,202402150600,202402150100,202402221200
Hamilton County,IN,0,N/S,202402150600,202402150100,202402221200
Emporia city,VA,0,N/S,202402150600,202402150100,202402221200
Lincoln County,OK,0,N/S,202402150600,202402150100,202402221200
Greeley County,KS,0,N/S,202402150600,202402150100,202402221200
Harris County,GA,0,N/S,202402150600,202402150100,202402221200
Screven County,GA,0,N/S,202402150600,202402150100,202402221200
San Juan Municipio,PR,0,N/S,202402150600,202402150100,202402221200
Stonewall County,TX,0,N/S,202402150600,202402150100,202402221200
Henry County,OH,0,N/S,202402150600,202402150100,202402221200
Grafton County,NH,0,N/S,202402150600,202402150100,202402221200
Newton County,MO,0,N/S,202402150600,202402150100,202402221200
Posey County,IN,0,N/S,202402150600,202402150100,202402221200
McMullen County,TX,0,N/S,202402150600,202402150100,202402221200
Cumberland County,IL,0,N/S,202402150600,202402150100,202402221200
Walton County,GA,0,N/S,202402150600,202402150100,202402221200
Pope County,MN,0,N/S,202402150600,202402150100,202402221200
Rappahannock County,VA,0,N/S,202402150600,202402150100,202402221200
Amherst County,VA,0,N/S,202402150600,202402150100,202402221200
Ventura County,CA,0,N/S,202402150600,202402150100,202402221200
Crawford County,IL,0,N/S,202402150600,202402150100,202402221200
Park County,CO,0,N/S,202402150600,202402150100,202402221200
Los Angeles County,CA,0,N/S,202402150600,202402150100,202402221200
Yuma County,AZ,0,N/S,202402150600,202402150100,202402221200
Gordon County,GA,0,N/S,202402150600,202402150100,202402221200
Calhoun County,IA,0,N/S,202402150600,202402150100,202402221200
Highlands County,FL,0,N/S,202402150600,202402150100,202402221200
Covington city,VA,0,N/S,202402150600,202402150100,202402221200
Orange County,VT,0,N/S,202402150600,202402150100,202402221200
McPherson County,KS,0,N/S,202402150600,202402150100,202402221200
Pinal County,AZ,0,N/S,202402150600,202402150100,202402221200
Fulton County,OH,0,N/S,202402150600,202402150100,202402221200
Alamosa County,CO,0,N/S,202402150600,202402150100,202402221200
Citrus County,FL,0,N/S,202402150600,202402150100,202402221200
Culebra Municipio,PR,0,N/S,202402150600,202402150100,202402221200
Dorado Municipio,PR,0,N/S,202402150600,202402150100,202402221200
DeKalb County,TN,0,N/S,202402150600,202402150100,202402221200
Clarion County,PA,0,N/S,202402150600,202402150100,202402221200
Miner County,SD,0,N/S,202402150600,202402150100,202402221200
Jerauld County,SD,0,N/S,202402150600,202402150100,202402221200
Decatur County,IN,0,N/S,202402150600,202402150100,202402221200
Dubois County,IN,0,N/S,202402150600,202402150100,202402221200
Essex County,VA,0,N/S,202402150600,202402150100,202402221200
Williamsburg County,SC,0,N/S,202402150600,202402150100,202402221200
Essex County,NY,0,N/S,202402150600,202402150100,202402221200
Worth County,IA,0,N/S,202402150600,202402150100,202402221200
Hughes County,OK,0,N/S,202402150600,202402150100,202402221200
Buchanan County,VA,0,N/S,202402150600,202402150100,202402221200
Alleghany County,VA,0,N/S,202402150600,202402150100,202402221200
Lowndes County,MS,0,N/S,202402150600,202402150100,202402221200
Scott County,IN,0,N/S,202402150600,202402150100,202402221200
Prowers County,CO,0,N/S,202402150600,202402150100,202402221200
Sutton County,TX,0,N/S,202402150600,202402150100,202402221200
Sabana Grande Municipio,PR,0,N/S,202402150600,202402150100,202402221200
Muskogee County,OK,0,N/S,202402150600,202402150100,202402221200
Christian County,MO,0,N/S,202402150600,202402150100,202402221200
Ciales Municipio,PR,0,N/S,202402150600,202402150100,202402221200
Lamar County,MS,0,N/S,202402150600,202402150100,202402221200
Ripley County,IN,0,N/S,202402150600,202402150100,202402221200
Mercer County,ND,0,N/S,202402150600,202402150100,202402221200
Hart County,GA,0,N/S,202402150600,202402150100,202402221200
Jackson Parish,LA,0,N/S,202402150600,202402150100,202402221200
Northumberland County,VA,0,N/S,202402150600,202402150100,202402221200
Fort Bend County,TX,0,N/S,202402150600,202402150100,202402221200
Green Lake County,WI,0,N/S,202402150600,202402150100,202402221200
Pondera County,MT,0,N/S,202402150600,202402150100,202402221200
Walworth County,WI,0,N/S,202402150600,202402150100,202402221200
Mineral County,NV,0,N/S,202402150600,202402150100,202402221200
Fulton County,IL,1,TSTM,202402150600,202402150100,202402221200
Suffolk County,NY,0,N/S,202402150600,202402150100,202402221200
Union County,IN,0,N/S,202402150600,202402150100,202402221200
McDonald County,MO,0,N/S,202402150600,202402150100,202402221200
Scotts Bluff County,NE,0,N/S,202402150600,202402150100,202402221200
San Miguel County,NM,0,N/S,202402150600,202402150100,202402221200
Lee County,AL,0,N/S,202402150600,202402150100,202402221200
Parker County,TX,0,N/S,202402150600,202402150100,202402221200
Dickey County,ND,0,N/S,202402150600,202402150100,202402221200
Barnes County,ND,0,N/S,202402150600,202402150100,202402221200
Sibley County,MN,0,N/S,202402150600,202402150100,202402221200
Upson County,GA,0,N/S,202402150600,202402150100,202402221200
Sonoma County,CA,1,TSTM,202402150600,202402150100,202402221200
Chippewa County,MI,0,N/S,202402150600,202402150100,202402221200
Bonneville County,ID,0,N/S,202402150600,202402150100,202402221200
