NAMELSAD,STUSPS,event_index,category,ISSUE_TIME,START_TIME,END_TIME
Jim Hogg County,TX,0,N/S,202304011800,202304011630,202304041200
Cheyenne County,CO,0,N/S,202304011800,202304011630,202304041200
Clackamas County,OR,1,TSTM,202304011800,202304011630,202304041200
Polk County,AR,1,TSTM,202304011800,202304011630,202304041200
Macon County,GA,3,SLGT,202304011800,202304011630,202304041200
Benton County,IN,1,TSTM,202304011800,202304011630,202304041200
Morgan County,TN,0,N/S,202304011800,202304011630,202304041200
Douglas County,SD,0,N/S,202304011800,202304011630,202304041200
Worcester County,MD,3,SLGT,202304011800,202304011630,202304041200
Wabash County,IL,1,TSTM,202304011800,202304011630,202304041200
Huntington County,IN,1,TSTM,202304011800,202304011630,202304041200
Scott County,KY,0,N/S,202304011800,202304011630,202304041200
Decatur County,IA,1,TSTM,202304011800,202304011630,202304041200
Wabash County,IN,1,TSTM,202304011800,202304011630,202304041200
Allen County,IN,1,TSTM,202304011800,202304011630,202304041200
Marshall County,IN,1,TSTM,202304011800,202304011630,202304041200
Thomas County,NE,0,N/S,202304011800,202304011630,202304041200
Sioux County,ND,0,N/S,202304011800,202304011630,202304041200
Dimmit County,TX,1,TSTM,202304011800,202304011630,202304041200
Fillmore County,MN,0,N/S,202304011800,202304011630,202304041200
Chester County,SC,1,TSTM,202304011800,202304011630,202304041200
Lac qui Parle County,MN,0,N/S,202304011800,202304011630,202304041200
Cache County,UT,0,N/S,202304011800,202304011630,202304041200
Pierce County,WI,0,N/S,202304011800,202304011630,202304041200
Charlton County,GA,3,SLGT,202304011800,202304011630,202304041200
Polk County,GA,1,TSTM,202304011800,202304011630,202304041200
McLean County,IL,1,TSTM,202304011800,202304011630,202304041200
Androscoggin County,ME,1,TSTM,202304011800,202304011630,202304041200
Kootenai County,ID,1,TSTM,202304011800,202304011630,202304041200
Clark County,NV,0,N/S,202304011800,202304011630,202304041200
Phillips County,KS,0,N/S,202304011800,202304011630,202304041200
Holt County,NE,0,N/S,202304011800,202304011630,202304041200
Johnson County,MO,2,MRGL,202304011800,202304011630,202304041200
La Crosse County,WI,0,N/S,202304011800,202304011630,202304041200
Caldwell Parish,LA,1,TSTM,202304011800,202304011630,202304041200
Edmonson County,KY,1,TSTM,202304011800,202304011630,202304041200
Bond County,IL,1,TSTM,202304011800,202304011630,202304041200
Brown County,IL,1,TSTM,202304011800,202304011630,202304041200
McLeod County,MN,0,N/S,202304011800,202304011630,202304041200
Dunn County,WI,0,N/S,202304011800,202304011630,202304041200
Custer County,CO,0,N/S,202304011800,202304011630,202304041200
Madison County,MO,1,TSTM,202304011800,202304011630,202304041200
Nolan County,TX,1,TSTM,202304011800,202304011630,202304041200
Wayne County,PA,4,ENH,202304011800,202304011630,202304041200
Saratoga County,NY,2,MRGL,202304011800,202304011630,202304041200
Brazos County,TX,1,TSTM,202304011800,202304011630,202304041200
Marshall County,OK,2,MRGL,202304011800,202304011630,202304041200
Allegany County,MD,2,MRGL,202304011800,202304011630,202304041200
Wetzel County,WV,2,MRGL,202304011800,202304011630,202304041200
Jackson County,WI,0,N/S,202304011800,202304011630,202304041200
Clatsop County,OR,1,TSTM,202304011800,202304011630,202304041200
Lewis County,WA,1,TSTM,202304011800,202304011630,202304041200
Allegany County,NY,4,ENH,202304011800,202304011630,202304041200
Cedar County,IA,1,TSTM,202304011800,202304011630,202304041200
Orange County,IN,1,TSTM,202304011800,202304011630,202304041200
DeKalb County,GA,1,TSTM,202304011800,202304011630,202304041200
Pickens County,GA,0,N/S,202304011800,202304011630,202304041200
Chouteau County,MT,1,TSTM,202304011800,202304011630,202304041200
Brown County,NE,0,N/S,202304011800,202304011630,202304041200
Campbell County,TN,0,N/S,202304011800,202304011630,202304041200
Franklin County,NC,1,TSTM,202304011800,202304011630,202304041200
Baltimore city,MD,2,MRGL,202304011800,202304011630,202304041200
Lyon County,KS,2,MRGL,202304011800,202304011630,202304041200
Carroll County,IA,1,TSTM,202304011800,202304011630,202304041200
Tensas Parish,LA,1,TSTM,202304011800,202304011630,202304041200
Monroe County,TN,0,N/S,202304011800,202304011630,202304041200
Hamilton County,KS,0,N/S,202304011800,202304011630,202304041200
Pocahontas County,IA,1,TSTM,202304011800,202304011630,202304041200
Gem County,ID,1,TSTM,202304011800,202304011630,202304041200
Independence County,AR,1,TSTM,202304011800,202304011630,202304041200
Lonoke County,AR,1,TSTM,202304011800,202304011630,202304041200
Newton County,IN,1,TSTM,202304011800,202304011630,202304041200
Franklin County,GA,0,N/S,202304011800,202304011630,202304041200
Hendry County,FL,1,TSTM,202304011800,202304011630,202304041200
Taliaferro County,GA,2,MRGL,202304011800,202304011630,202304041200
Jefferson County,TX,1,TSTM,202304011800,202304011630,202304041200
Meagher County,MT,1,TSTM,202304011800,202304011630,202304041200
La Plata County,CO,1,TSTM,202304011800,202304011630,202304041200
Bell County,TX,2,MRGL,202304011800,202304011630,202304041200
Kemper County,MS,1,TSTM,202304011800,202304011630,202304041200
Clark County,AR,1,TSTM,202304011800,202304011630,202304041200
Klamath County,OR,1,TSTM,202304011800,202304011630,202304041200
Oswego County,NY,2,MRGL,202304011800,202304011630,202304041200
Naranjito Municipio,PR,0,N/S,202304011800,202304011630,202304041200
Cherokee County,AL,1,TSTM,202304011800,202304011630,202304041200
Bandera County,TX,1,TSTM,202304011800,202304011630,202304041200
Rosebud County,MT,0,N/S,202304011800,202304011630,202304041200
Union County,NM,0,N/S,202304011800,202304011630,202304041200
Schoolcraft County,MI,0,N/S,202304011800,202304011630,202304041200
Ulster County,NY,3,SLGT,202304011800,202304011630,202304041200
Camden County,NJ,4,ENH,202304011800,202304011630,202304041200
Jersey County,IL,1,TSTM,202304011800,202304011630,202304041200
Hanover County,VA,1,TSTM,202304011800,202304011630,202304041200
Wallace County,KS,0,N/S,202304011800,202304011630,202304041200
Alger County,MI,0,N/S,202304011800,202304011630,202304041200
Fulton County,AR,1,TSTM,202304011800,202304011630,202304041200
Hidalgo County,TX,0,N/S,202304011800,202304011630,202304041200
Robeson County,NC,2,MRGL,202304011800,202304011630,202304041200
Newaygo County,MI,0,N/S,202304011800,202304011630,202304041200
Morrow County,OR,1,TSTM,202304011800,202304011630,202304041200
Todd County,MN,0,N/S,202304011800,202304011630,202304041200
Logan County,AR,1,TSTM,202304011800,202304011630,202304041200
Lincoln County,NC,0,N/S,202304011800,202304011630,202304041200
Miller County,AR,2,MRGL,202304011800,202304011630,202304041200
Orange County,FL,1,TSTM,202304011800,202304011630,202304041200
San Juan County,CO,1,TSTM,202304011800,202304011630,202304041200
Franklin County,ID,0,N/S,202304011800,202304011630,202304041200
Carroll County,GA,1,TSTM,202304011800,202304011630,202304041200
Riley County,KS,2,MRGL,202304011800,202304011630,202304041200
Schleicher County,TX,0,N/S,202304011800,202304011630,202304041200
Russell County,VA,0,N/S,202304011800,202304011630,202304041200
Caldwell County,NC,0,N/S,202304011800,202304011630,202304041200
Madison County,ID,1,TSTM,202304011800,202304011630,202304041200
Warrick County,IN,1,TSTM,202304011800,202304011630,202304041200
Adair County,KY,0,N/S,202304011800,202304011630,202304041200
Gallatin County,KY,1,TSTM,202304011800,202304011630,202304041200
Harrison County,KY,0,N/S,202304011800,202304011630,202304041200
Sagadahoc County,ME,2,MRGL,202304011800,202304011630,202304041200
Sweet Grass County,MT,1,TSTM,202304011800,202304011630,202304041200
Grayson County,TX,2,MRGL,202304011800,202304011630,202304041200
Greene County,PA,3,SLGT,202304011800,202304011630,202304041200
Northwest Arctic Borough,AK,0,N/S,202304011800,202304011630,202304041200
Ellis County,KS,0,N/S,202304011800,202304011630,202304041200
Hale County,AL,1,TSTM,202304011800,202304011630,202304041200
Perry County,AL,1,TSTM,202304011800,202304011630,202304041200
Colbert County,AL,1,TSTM,202304011800,202304011630,202304041200
Pratt County,KS,0,N/S,202304011800,202304011630,202304041200
Bourbon County,KY,0,N/S,202304011800,202304011630,202304041200
Rutherford County,TN,1,TSTM,202304011800,202304011630,202304041200
Cook County,GA,3,SLGT,202304011800,202304011630,202304041200
Lane County,KS,0,N/S,202304011800,202304011630,202304041200
Harper County,OK,0,N/S,202304011800,202304011630,202304041200
Piatt County,IL,1,TSTM,202304011800,202304011630,202304041200
Crosby County,TX,0,N/S,202304011800,202304011630,202304041200
Fajardo Municipio,PR,0,N/S,202304011800,202304011630,202304041200
Greene County,AL,1,TSTM,202304011800,202304011630,202304041200
Clark County,ID,1,TSTM,202304011800,202304011630,202304041200
Kossuth County,IA,1,TSTM,202304011800,202304011630,202304041200
Yabucoa Municipio,PR,0,N/S,202304011800,202304011630,202304041200
Burke County,ND,0,N/S,202304011800,202304011630,202304041200
Durham County,NC,1,TSTM,202304011800,202304011630,202304041200
Harrison County,IA,1,TSTM,202304011800,202304011630,202304041200
Keya Paha County,NE,0,N/S,202304011800,202304011630,202304041200
Webster County,IA,1,TSTM,202304011800,202304011630,202304041200
Pope County,IL,1,TSTM,202304011800,202304011630,202304041200
Smith County,TN,1,TSTM,202304011800,202304011630,202304041200
Henry County,VA,0,N/S,202304011800,202304011630,202304041200
Alexandria city,VA,1,TSTM,202304011800,202304011630,202304041200
Jefferson County,IA,1,TSTM,202304011800,202304011630,202304041200
Lewis and Clark County,MT,1,TSTM,202304011800,202304011630,202304041200
Duchesne County,UT,0,N/S,202304011800,202304011630,202304041200
Alfalfa County,OK,1,TSTM,202304011800,202304011630,202304041200
Delta County,TX,2,MRGL,202304011800,202304011630,202304041200
Trousdale County,TN,1,TSTM,202304011800,202304011630,202304041200
Perry County,KY,0,N/S,202304011800,202304011630,202304041200
Deuel County,SD,0,N/S,202304011800,202304011630,202304041200
Jackson County,OR,1,TSTM,202304011800,202304011630,202304041200
Hormigueros Municipio,PR,0,N/S,202304011800,202304011630,202304041200
Zavala County,TX,1,TSTM,202304011800,202304011630,202304041200
Banner County,NE,0,N/S,202304011800,202304011630,202304041200
Madison County,IA,1,TSTM,202304011800,202304011630,202304041200
Broward County,FL,1,TSTM,202304011800,202304011630,202304041200
Toombs County,GA,3,SLGT,202304011800,202304011630,202304041200
Sanilac County,MI,1,TSTM,202304011800,202304011630,202304041200
Rockwall County,TX,3,SLGT,202304011800,202304011630,202304041200
Wayne County,MI,1,TSTM,202304011800,202304011630,202304041200
Nobles County,MN,0,N/S,202304011800,202304011630,202304041200
Aitkin County,MN,0,N/S,202304011800,202304011630,202304041200
Ramsey County,ND,0,N/S,202304011800,202304011630,202304041200
Person County,NC,1,TSTM,202304011800,202304011630,202304041200
Trego County,KS,0,N/S,202304011800,202304011630,202304041200
Washington County,MS,1,TSTM,202304011800,202304011630,202304041200
Eastland County,TX,3,SLGT,202304011800,202304011630,202304041200
Issaquena County,MS,1,TSTM,202304011800,202304011630,202304041200
DeWitt County,TX,0,N/S,202304011800,202304011630,202304041200
Angelina County,TX,2,MRGL,202304011800,202304011630,202304041200
Saluda County,SC,2,MRGL,202304011800,202304011630,202304041200
Maries County,MO,1,TSTM,202304011800,202304011630,202304041200
Arkansas County,AR,1,TSTM,202304011800,202304011630,202304041200
Lawrence County,MO,2,MRGL,202304011800,202304011630,202304041200
Charlottesville city,VA,1,TSTM,202304011800,202304011630,202304041200
Bureau County,IL,1,TSTM,202304011800,202304011630,202304041200
Scioto County,OH,0,N/S,202304011800,202304011630,202304041200
Madison County,NC,0,N/S,202304011800,202304011630,202304041200
Jerome County,ID,1,TSTM,202304011800,202304011630,202304041200
Vinton County,OH,1,TSTM,202304011800,202304011630,202304041200
McLennan County,TX,2,MRGL,202304011800,202304011630,202304041200
Custer County,ID,1,TSTM,202304011800,202304011630,202304041200
Howard County,IA,0,N/S,202304011800,202304011630,202304041200
Palm Beach County,FL,1,TSTM,202304011800,202304011630,202304041200
Lincoln County,GA,2,MRGL,202304011800,202304011630,202304041200
Butler County,AL,2,MRGL,202304011800,202304011630,202304041200
Sumner County,TN,1,TSTM,202304011800,202304011630,202304041200
King and Queen County,VA,1,TSTM,202304011800,202304011630,202304041200
Carroll County,AR,1,TSTM,202304011800,202304011630,202304041200
Waynesboro city,VA,1,TSTM,202304011800,202304011630,202304041200
Sitka City and Borough,AK,0,N/S,202304011800,202304011630,202304041200
Multnomah County,OR,1,TSTM,202304011800,202304011630,202304041200
Grundy County,TN,1,TSTM,202304011800,202304011630,202304041200
Hubbard County,MN,0,N/S,202304011800,202304011630,202304041200
Sargent County,ND,0,N/S,202304011800,202304011630,202304041200
St. Lawrence County,NY,2,MRGL,202304011800,202304011630,202304041200
Reynolds County,MO,1,TSTM,202304011800,202304011630,202304041200
Sacramento County,CA,0,N/S,202304011800,202304011630,202304041200
Paulding County,OH,1,TSTM,202304011800,202304011630,202304041200
Wells County,IN,1,TSTM,202304011800,202304011630,202304041200
Floyd County,VA,0,N/S,202304011800,202304011630,202304041200
Santa Barbara County,CA,0,N/S,202304011800,202304011630,202304041200
Boone County,WV,0,N/S,202304011800,202304011630,202304041200
Benton County,MS,1,TSTM,202304011800,202304011630,202304041200
Crittenden County,KY,1,TSTM,202304011800,202304011630,202304041200
Palo Alto County,IA,1,TSTM,202304011800,202304011630,202304041200
Ringgold County,IA,1,TSTM,202304011800,202304011630,202304041200
Randolph County,NC,1,TSTM,202304011800,202304011630,202304041200
Cecil County,MD,3,SLGT,202304011800,202304011630,202304041200
Warren County,IN,1,TSTM,202304011800,202304011630,202304041200
Greeley County,NE,0,N/S,202304011800,202304011630,202304041200
Jefferson County,NE,1,TSTM,202304011800,202304011630,202304041200
Saline County,NE,1,TSTM,202304011800,202304011630,202304041200
Knott County,KY,0,N/S,202304011800,202304011630,202304041200
Clinton County,IA,1,TSTM,202304011800,202304011630,202304041200
Jackson County,MN,0,N/S,202304011800,202304011630,202304041200
Dodge County,MN,0,N/S,202304011800,202304011630,202304041200
Freeborn County,MN,0,N/S,202304011800,202304011630,202304041200
Calaveras County,CA,1,TSTM,202304011800,202304011630,202304041200
Barnstable County,MA,2,MRGL,202304011800,202304011630,202304041200
Middlesex County,VA,2,MRGL,202304011800,202304011630,202304041200
Jefferson County,PA,4,ENH,202304011800,202304011630,202304041200
Lake County,IN,1,TSTM,202304011800,202304011630,202304041200
Bedford County,TN,1,TSTM,202304011800,202304011630,202304041200
Clay County,TN,0,N/S,202304011800,202304011630,202304041200
Coles County,IL,1,TSTM,202304011800,202304011630,202304041200
Lauderdale County,TN,1,TSTM,202304011800,202304011630,202304041200
Baker County,OR,1,TSTM,202304011800,202304011630,202304041200
Schuyler County,NY,3,SLGT,202304011800,202304011630,202304041200
Van Buren County,MI,1,TSTM,202304011800,202304011630,202304041200
Mercer County,IL,1,TSTM,202304011800,202304011630,202304041200
Lawrence County,KY,0,N/S,202304011800,202304011630,202304041200
Morgan County,KY,0,N/S,202304011800,202304011630,202304041200
Muhlenberg County,KY,1,TSTM,202304011800,202304011630,202304041200
Effingham County,IL,1,TSTM,202304011800,202304011630,202304041200
Loudon County,TN,0,N/S,202304011800,202304011630,202304041200
Clark County,SD,0,N/S,202304011800,202304011630,202304041200
Honolulu County,HI,0,N/S,202304011800,202304011630,202304041200
Gilchrist County,FL,0,N/S,202304011800,202304011630,202304041200
Tippecanoe County,IN,1,TSTM,202304011800,202304011630,202304041200
Snyder County,PA,4,ENH,202304011800,202304011630,202304041200
Lamar County,TX,2,MRGL,202304011800,202304011630,202304041200
Miami-Dade County,FL,1,TSTM,202304011800,202304011630,202304041200
Dundy County,NE,0,N/S,202304011800,202304011630,202304041200
Leon County,TX,2,MRGL,202304011800,202304011630,202304041200
Pitkin County,CO,1,TSTM,202304011800,202304011630,202304041200
Grand Forks County,ND,0,N/S,202304011800,202304011630,202304041200
LaPorte County,IN,1,TSTM,202304011800,202304011630,202304041200
Hamilton County,IN,1,TSTM,202304011800,202304011630,202304041200
Emporia city,VA,1,TSTM,202304011800,202304011630,202304041200
Lincoln County,OK,2,MRGL,202304011800,202304011630,202304041200
Greeley County,KS,0,N/S,202304011800,202304011630,202304041200
Harris County,GA,1,TSTM,202304011800,202304011630,202304041200
Screven County,GA,3,SLGT,202304011800,202304011630,202304041200
San Juan Municipio,PR,0,N/S,202304011800,202304011630,202304041200
Stonewall County,TX,1,TSTM,202304011800,202304011630,202304041200
Henry County,OH,1,TSTM,202304011800,202304011630,202304041200
Grafton County,NH,2,MRGL,202304011800,202304011630,202304041200
Newton County,MO,2,MRGL,202304011800,202304011630,202304041200
Posey County,IN,1,TSTM,202304011800,202304011630,202304041200
McMullen County,TX,0,N/S,202304011800,202304011630,202304041200
Cumberland County,IL,1,TSTM,202304011800,202304011630,202304041200
Walton County,GA,1,TSTM,202304011800,202304011630,202304041200
Pope County,MN,0,N/S,202304011800,202304011630,202304041200
Rappahannock County,VA,1,TSTM,202304011800,202304011630,202304041200
Amherst County,VA,1,TSTM,202304011800,202304011630,202304041200
Ventura County,CA,0,N/S,202304011800,202304011630,202304041200
Crawford County,IL,1,TSTM,202304011800,202304011630,202304041200
Park County,CO,1,TSTM,202304011800,202304011630,202304041200
Los Angeles County,CA,0,N/S,202304011800,202304011630,202304041200
Yuma County,AZ,0,N/S,202304011800,202304011630,202304041200
Gordon County,GA,1,TSTM,202304011800,202304011630,202304041200
Calhoun County,IA,1,TSTM,202304011800,202304011630,202304041200
Highlands County,FL,1,TSTM,202304011800,202304011630,202304041200
Covington city,VA,1,TSTM,202304011800,202304011630,202304041200
Orange County,VT,2,MRGL,202304011800,202304011630,202304041200
McPherson County,KS,0,N/S,202304011800,202304011630,202304041200
Pinal County,AZ,0,N/S,202304011800,202304011630,202304041200
Fulton County,OH,1,TSTM,202304011800,202304011630,202304041200
Alamosa County,CO,0,N/S,202304011800,202304011630,202304041200
Citrus County,FL,1,TSTM,202304011800,202304011630,202304041200
Culebra Municipio,PR,0,N/S,202304011800,202304011630,202304041200
Dorado Municipio,PR,0,N/S,202304011800,202304011630,202304041200
DeKalb County,TN,1,TSTM,202304011800,202304011630,202304041200
Clarion County,PA,4,ENH,202304011800,202304011630,202304041200
Miner County,SD,0,N/S,202304011800,202304011630,202304041200
Jerauld County,SD,0,N/S,202304011800,202304011630,202304041200
Decatur County,IN,1,TSTM,202304011800,202304011630,202304041200
Dubois County,IN,1,TSTM,202304011800,202304011630,202304041200
Essex County,VA,1,TSTM,202304011800,202304011630,202304041200
Williamsburg County,SC,2,MRGL,202304011800,202304011630,202304041200
Essex County,NY,2,MRGL,202304011800,202304011630,202304041200
Worth County,IA,1,TSTM,202304011800,202304011630,202304041200
Hughes County,OK,2,MRGL,202304011800,202304011630,202304041200
Buchanan County,VA,0,N/S,202304011800,202304011630,202304041200
Alleghany County,VA,1,TSTM,202304011800,202304011630,202304041200
Lowndes County,MS,1,TSTM,202304011800,202304011630,202304041200
Scott County,IN,1,TSTM,202304011800,202304011630,202304041200
Prowers County,CO,0,N/S,202304011800,202304011630,202304041200
Sutton County,TX,0,N/S,202304011800,202304011630,202304041200
Sabana Grande Municipio,PR,0,N/S,202304011800,202304011630,202304041200
Muskogee County,OK,2,MRGL,202304011800,202304011630,202304041200
Christian County,MO,1,TSTM,202304011800,202304011630,202304041200
Ciales Municipio,PR,0,N/S,202304011800,202304011630,202304041200
Lamar County,MS,1,TSTM,202304011800,202304011630,202304041200
Ripley County,IN,1,TSTM,202304011800,202304011630,202304041200
Mercer County,ND,0,N/S,202304011800,202304011630,202304041200
Hart County,GA,1,TSTM,202304011800,202304011630,202304041200
Jackson Parish,LA,1,TSTM,202304011800,202304011630,202304041200
Northumberland County,VA,2,MRGL,202304011800,202304011630,202304041200
Fort Bend County,TX,1,TSTM,202304011800,202304011630,202304041200
Green Lake County,WI,0,N/S,202304011800,202304011630,202304041200
Pondera County,MT,1,TSTM,202304011800,202304011630,202304041200
Walworth County,WI,0,N/S,202304011800,202304011630,202304041200
Mineral County,NV,0,N/S,202304011800,202304011630,202304041200
Fulton County,IL,1,TSTM,202304011800,202304011630,202304041200
Suffolk County,NY,3,SLGT,202304011800,202304011630,202304041200
Union County,IN,1,TSTM,202304011800,202304011630,202304041200
McDonald County,MO,2,MRGL,202304011800,202304011630,202304041200
Scotts Bluff County,NE,0,N/S,202304011800,202304011630,202304041200
San Miguel County,NM,0,N/S,202304011800,202304011630,202304041200
Lee County,AL,1,TSTM,202304011800,202304011630,202304041200
