NAMELSAD,event_index,category,ISSUE_TIME,START_TIME,END_TIME
Darlington County,0,N/S,202401290600,202401291200,202402051200
Escambia County,0,N/S,202401290600,202401291200,202402051200
Haralson County,0,N/S,202401290600,202401291200,202402051200
Allen County,0,N/S,202401290600,202401291200,202402051200
Douglas County,0,N/S,202401290600,202401291200,202402051200
Greene County,0,N/S,202401290600,202401291200,202402051200
Guam,0,N/S,202401290600,202401291200,202402051200
Waushara County,0,N/S,202401290600,202401291200,202402051200
Izard County,0,N/S,202401290600,202401291200,202402051200
Monterey County,0,N/S,202401290600,202401291200,202402051200
Grant County,0,N/S,202401290600,202401291200,202402051200
Miller County,0,N/S,202401290600,202401291200,202402051200
Wilkes County,0,N/S,202401290600,202401291200,202402051200
Juneau City and Borough,0,N/S,202401290600,202401291200,202402051200
Platte County,0,N/S,202401290600,202401291200,202402051200
Buchanan County,0,N/S,202401290600,202401291200,202402051200
Limestone County,0,N/S,202401290600,202401291200,202402051200
Henry County,0,N/S,202401290600,202401291200,202402051200
Polk County,0,N/S,202401290600,202401291200,202402051200
Ottawa County,0,N/S,202401290600,202401291200,202402051200
Norman County,0,N/S,202401290600,202401291200,202402051200
Shelby County,0,N/S,202401290600,202401291200,202402051200
Carroll County,0,N/S,202401290600,202401291200,202402051200
Benton County,0,N/S,202401290600,202401291200,202402051200
Martin County,0,N/S,202401290600,202401291200,202402051200
Chisago County,0,N/S,202401290600,202401291200,202402051200
Owsley County,0,N/S,202401290600,202401291200,202402051200
Bradford County,0,N/S,202401290600,202401291200,202402051200
Hancock County,0,N/S,202401290600,202401291200,202402051200
Cole County,0,N/S,202401290600,202401291200,202402051200
Berrien County,0,N/S,202401290600,202401291200,202402051200
Huntingdon County,0,N/S,202401290600,202401291200,202402051200
Dawes County,0,N/S,202401290600,202401291200,202402051200
Patrick County,0,N/S,202401290600,202401291200,202402051200
Montmorency County,0,N/S,202401290600,202401291200,202402051200
Oscoda County,0,N/S,202401290600,202401291200,202402051200
Colfax County,0,N/S,202401290600,202401291200,202402051200
St. Clair County,0,N/S,202401290600,202401291200,202402051200
Washington County,0,N/S,202401290600,202401291200,202402051200
Bedford County,0,N/S,202401290600,202401291200,202402051200
Scott County,0,N/S,202401290600,202401291200,202402051200
Labette County,0,N/S,202401290600,202401291200,202402051200
Lawrence County,0,N/S,202401290600,202401291200,202402051200
Harrison County,0,N/S,202401290600,202401291200,202402051200
Alexander County,0,N/S,202401290600,202401291200,202402051200
Cape May County,0,N/S,202401290600,202401291200,202402051200
Cheshire County,0,N/S,202401290600,202401291200,202402051200
Marshall County,0,N/S,202401290600,202401291200,202402051200
King William County,0,N/S,202401290600,202401291200,202402051200
Huerfano County,0,N/S,202401290600,202401291200,202402051200
Karnes County,0,N/S,202401290600,202401291200,202402051200
Chester County,0,N/S,202401290600,202401291200,202402051200
Scott County,0,N/S,202401290600,202401291200,202402051200
Millard County,0,N/S,202401290600,202401291200,202402051200
Morgan County,0,N/S,202401290600,202401291200,202402051200
Kaufman County,0,N/S,202401290600,202401291200,202402051200
Greenlee County,0,N/S,202401290600,202401291200,202402051200
Maricopa County,0,N/S,202401290600,202401291200,202402051200
Ogemaw County,0,N/S,202401290600,202401291200,202402051200
Jackson County,0,N/S,202401290600,202401291200,202402051200
Richland County,0,N/S,202401290600,202401291200,202402051200
Blount County,0,N/S,202401290600,202401291200,202402051200
Liberty County,0,N/S,202401290600,202401291200,202402051200
Duval County,0,N/S,202401290600,202401291200,202402051200
Ralls County,0,N/S,202401290600,202401291200,202402051200
Johnson County,0,N/S,202401290600,202401291200,202402051200
Clay County,0,N/S,202401290600,202401291200,202402051200
Grant County,0,N/S,202401290600,202401291200,202402051200
Coos County,0,N/S,202401290600,202401291200,202402051200
Franklin County,0,N/S,202401290600,202401291200,202402051200
Warren County,0,N/S,202401290600,202401291200,202402051200
Madison County,0,N/S,202401290600,202401291200,202402051200
Atoka County,0,N/S,202401290600,202401291200,202402051200
Menard County,0,N/S,202401290600,202401291200,202402051200
Bartow County,0,N/S,202401290600,202401291200,202402051200
Lake County,0,N/S,202401290600,202401291200,202402051200
Okmulgee County,0,N/S,202401290600,202401291200,202402051200
Sheridan County,0,N/S,202401290600,202401291200,202402051200
Fulton County,0,N/S,202401290600,202401291200,202402051200
Johnson County,0,N/S,202401290600,202401291200,202402051200
Calvert County,0,N/S,202401290600,202401291200,202402051200
Washburn County,0,N/S,202401290600,202401291200,202402051200
Jefferson County,0,N/S,202401290600,202401291200,202402051200
Aguada Municipio,0,N/S,202401290600,202401291200,202402051200
Winona County,0,N/S,202401290600,202401291200,202402051200
Warren County,0,N/S,202401290600,202401291200,202402051200
Andrew County,0,N/S,202401290600,202401291200,202402051200
Montgomery County,0,N/S,202401290600,202401291200,202402051200
Cherokee County,0,N/S,202401290600,202401291200,202402051200
Halifax County,0,N/S,202401290600,202401291200,202402051200
Sandoval County,0,N/S,202401290600,202401291200,202402051200
Clay County,0,N/S,202401290600,202401291200,202402051200
Clinton County,0,N/S,202401290600,202401291200,202402051200
Linn County,0,N/S,202401290600,202401291200,202402051200
Lafayette County,0,N/S,202401290600,202401291200,202402051200
Washington County,0,N/S,202401290600,202401291200,202402051200
Preston County,0,N/S,202401290600,202401291200,202402051200
Rota Municipality,0,N/S,202401290600,202401291200,202402051200
Waupaca County,0,N/S,202401290600,202401291200,202402051200
Edwards County,0,N/S,202401290600,202401291200,202402051200
Lake County,0,N/S,202401290600,202401291200,202402051200
Ozark County,0,N/S,202401290600,202401291200,202402051200
Waller County,0,N/S,202401290600,202401291200,202402051200
Monroe County,0,N/S,202401290600,202401291200,202402051200
Essex County,0,N/S,202401290600,202401291200,202402051200
Lunenburg County,0,N/S,202401290600,202401291200,202402051200
Traill County,0,N/S,202401290600,202401291200,202402051200
Hall County,0,N/S,202401290600,202401291200,202402051200
Treutlen County,0,N/S,202401290600,202401291200,202402051200
Calhoun County,0,N/S,202401290600,202401291200,202402051200
Vilas County,0,N/S,202401290600,202401291200,202402051200
Beltrami County,0,N/S,202401290600,202401291200,202402051200
Coamo Municipio,0,N/S,202401290600,202401291200,202402051200
Guánica Municipio,0,N/S,202401290600,202401291200,202402051200
Dorchester County,0,N/S,202401290600,202401291200,202402051200
Columbia County,0,N/S,202401290600,202401291200,202402051200
Clark County,0,N/S,202401290600,202401291200,202402051200
Maverick County,0,N/S,202401290600,202401291200,202402051200
Pima County,0,N/S,202401290600,202401291200,202402051200
Cibola County,0,N/S,202401290600,202401291200,202402051200
Burlington County,0,N/S,202401290600,202401291200,202402051200
Rutland County,0,N/S,202401290600,202401291200,202402051200
Early County,0,N/S,202401290600,202401291200,202402051200
Dukes County,0,N/S,202401290600,202401291200,202402051200
McHenry County,0,N/S,202401290600,202401291200,202402051200
Wayne County,0,N/S,202401290600,202401291200,202402051200
LaMoure County,0,N/S,202401290600,202401291200,202402051200
Butte County,0,N/S,202401290600,202401291200,202402051200
Coos County,0,N/S,202401290600,202401291200,202402051200
Kidder County,0,N/S,202401290600,202401291200,202402051200
Kleberg County,0,N/S,202401290600,202401291200,202402051200
Porter County,0,N/S,202401290600,202401291200,202402051200
Newton County,0,N/S,202401290600,202401291200,202402051200
Sampson County,0,N/S,202401290600,202401291200,202402051200
Moore County,0,N/S,202401290600,202401291200,202402051200
Pinellas County,0,N/S,202401290600,202401291200,202402051200
Barranquitas Municipio,0,N/S,202401290600,202401291200,202402051200
Hamilton County,0,N/S,202401290600,202401291200,202402051200
Perry County,0,N/S,202401290600,202401291200,202402051200
Cheyenne County,0,N/S,202401290600,202401291200,202402051200
Delta County,0,N/S,202401290600,202401291200,202402051200
Wayne County,0,N/S,202401290600,202401291200,202402051200
Gaines County,0,N/S,202401290600,202401291200,202402051200
Marion County,0,N/S,202401290600,202401291200,202402051200
Watauga County,0,N/S,202401290600,202401291200,202402051200
Roanoke city,0,N/S,202401290600,202401291200,202402051200
Martin County,0,N/S,202401290600,202401291200,202402051200
Bowie County,0,N/S,202401290600,202401291200,202402051200
Weber County,0,N/S,202401290600,202401291200,202402051200
Marion County,0,N/S,202401290600,202401291200,202402051200
Jefferson County,0,N/S,202401290600,202401291200,202402051200
Jackson County,0,N/S,202401290600,202401291200,202402051200
Nelson County,0,N/S,202401290600,202401291200,202402051200
Clinton County,0,N/S,202401290600,202401291200,202402051200
Garfield County,0,N/S,202401290600,202401291200,202402051200
Ray County,0,N/S,202401290600,202401291200,202402051200
Hocking County,0,N/S,202401290600,202401291200,202402051200
Lowndes County,0,N/S,202401290600,202401291200,202402051200
Candler County,0,N/S,202401290600,202401291200,202402051200
Linn County,0,N/S,202401290600,202401291200,202402051200
Trinity County,0,N/S,202401290600,202401291200,202402051200
Muscogee County,0,N/S,202401290600,202401291200,202402051200
Tallahatchie County,0,N/S,202401290600,202401291200,202402051200
Atchison County,0,N/S,202401290600,202401291200,202402051200
Lares Municipio,0,N/S,202401290600,202401291200,202402051200
Andrews County,0,N/S,202401290600,202401291200,202402051200
Miami County,0,N/S,202401290600,202401291200,202402051200
Potter County,0,N/S,202401290600,202401291200,202402051200
Seminole County,0,N/S,202401290600,202401291200,202402051200
Aiken County,0,N/S,202401290600,202401291200,202402051200
Manu'a District,0,N/S,202401290600,202401291200,202402051200
Mendocino County,0,N/S,202401290600,202401291200,202402051200
Chesapeake city,0,N/S,202401290600,202401291200,202402051200
Tinian Municipality,0,N/S,202401290600,202401291200,202402051200
Yauco Municipio,0,N/S,202401290600,202401291200,202402051200
Sweetwater County,0,N/S,202401290600,202401291200,202402051200
Garza County,0,N/S,202401290600,202401291200,202402051200
Hardy County,0,N/S,202401290600,202401291200,202402051200
Adjuntas Municipio,0,N/S,202401290600,202401291200,202402051200
Ozaukee County,0,N/S,202401290600,202401291200,202402051200
Sullivan County,0,N/S,202401290600,202401291200,202402051200
Laurens County,0,N/S,202401290600,202401291200,202402051200
Crook County,0,N/S,202401290600,202401291200,202402051200
Sheboygan County,0,N/S,202401290600,202401291200,202402051200
Hampden County,0,N/S,202401290600,202401291200,202402051200
Caldwell County,0,N/S,202401290600,202401291200,202402051200
Cloud County,0,N/S,202401290600,202401291200,202402051200
Inyo County,0,N/S,202401290600,202401291200,202402051200
Coosa County,0,N/S,202401290600,202401291200,202402051200
Dickinson County,0,N/S,202401290600,202401291200,202402051200
Harlan County,0,N/S,202401290600,202401291200,202402051200
Geary County,0,N/S,202401290600,202401291200,202402051200
Berks County,0,N/S,202401290600,202401291200,202402051200
Carter County,0,N/S,202401290600,202401291200,202402051200
Lyon County,0,N/S,202401290600,202401291200,202402051200
Charlotte County,0,N/S,202401290600,202401291200,202402051200
Washington County,0,N/S,202401290600,202401291200,202402051200
Newberry County,0,N/S,202401290600,202401291200,202402051200
Isle of Wight County,0,N/S,202401290600,202401291200,202402051200
Wheeler County,0,N/S,202401290600,202401291200,202402051200
Butler County,0,N/S,202401290600,202401291200,202402051200
Iberville Parish,0,N/S,202401290600,202401291200,202402051200
Sharkey County,0,N/S,202401290600,202401291200,202402051200
Fauquier County,0,N/S,202401290600,202401291200,202402051200
Radford city,0,N/S,202401290600,202401291200,202402051200
Douglas County,0,N/S,202401290600,202401291200,202402051200
Franklin County,0,N/S,202401290600,202401291200,202402051200
Greene County,0,N/S,202401290600,202401291200,202402051200
Rush County,0,N/S,202401290600,202401291200,202402051200
Washington County,0,N/S,202401290600,202401291200,202402051200
Laclede County,0,N/S,202401290600,202401291200,202402051200
Mercer County,0,N/S,202401290600,202401291200,202402051200
Craighead County,0,N/S,202401290600,202401291200,202402051200
Saline County,0,N/S,202401290600,202401291200,202402051200
White County,0,N/S,202401290600,202401291200,202402051200
De Witt County,0,N/S,202401290600,202401291200,202402051200
White Pine County,0,N/S,202401290600,202401291200,202402051200
Goodhue County,0,N/S,202401290600,202401291200,202402051200
Swain County,0,N/S,202401290600,202401291200,202402051200
Pasco County,0,N/S,202401290600,202401291200,202402051200
Sumter County,0,N/S,202401290600,202401291200,202402051200
Nassau County,0,N/S,202401290600,202401291200,202402051200
Steele County,0,N/S,202401290600,202401291200,202402051200
Vanderburgh County,0,N/S,202401290600,202401291200,202402051200
Franklin County,0,N/S,202401290600,202401291200,202402051200
Avery County,0,N/S,202401290600,202401291200,202402051200
Wood County,0,N/S,202401290600,202401291200,202402051200
Bayfield County,0,N/S,202401290600,202401291200,202402051200
Stewart County,0,N/S,202401290600,202401291200,202402051200
Portage County,0,N/S,202401290600,202401291200,202402051200
Lexington County,0,N/S,202401290600,202401291200,202402051200
Anne Arundel County,0,N/S,202401290600,202401291200,202402051200
Fond du Lac County,0,N/S,202401290600,202401291200,202402051200
Webster County,0,N/S,202401290600,202401291200,202402051200
Kewaunee County,0,N/S,202401290600,202401291200,202402051200
Parmer County,0,N/S,202401290600,202401291200,202402051200
Woods County,0,N/S,202401290600,202401291200,202402051200
Elliott County,0,N/S,202401290600,202401291200,202402051200
Berkshire County,0,N/S,202401290600,202401291200,202402051200
Chariton County,0,N/S,202401290600,202401291200,202402051200
Rio Blanco County,0,N/S,202401290600,202401291200,202402051200
Morgan County,0,N/S,202401290600,202401291200,202402051200
Malheur County,0,N/S,202401290600,202401291200,202402051200
Middlesex County,0,N/S,202401290600,202401291200,202402051200
Russell County,0,N/S,202401290600,202401291200,202402051200
Putnam County,0,N/S,202401290600,202401291200,202402051200
Haakon County,0,N/S,202401290600,202401291200,202402051200
Macon County,0,N/S,202401290600,202401291200,202402051200
Cleburne County,0,N/S,202401290600,202401291200,202402051200
Pike County,0,N/S,202401290600,202401291200,202402051200
Adams County,0,N/S,202401290600,202401291200,202402051200
Bristol County,0,N/S,202401290600,202401291200,202402051200
Schuylkill County,0,N/S,202401290600,202401291200,202402051200
Wells County,0,N/S,202401290600,202401291200,202402051200
Cleveland County,0,N/S,202401290600,202401291200,202402051200
Hot Spring County,0,N/S,202401290600,202401291200,202402051200
Frederick County,0,N/S,202401290600,202401291200,202402051200
Schuyler County,0,N/S,202401290600,202401291200,202402051200
Mono County,0,N/S,202401290600,202401291200,202402051200
Tuolumne County,0,N/S,202401290600,202401291200,202402051200
Doña Ana County,0,N/S,202401290600,202401291200,202402051200
Crisp County,0,N/S,202401290600,202401291200,202402051200
Columbia County,0,N/S,202401290600,202401291200,202402051200
Griggs County,0,N/S,202401290600,202401291200,202402051200
Solano County,0,N/S,202401290600,202401291200,202402051200
Clayton County,0,N/S,202401290600,202401291200,202402051200
Titus County,0,N/S,202401290600,202401291200,202402051200
Hampshire County,0,N/S,202401290600,202401291200,202402051200
Moore County,0,N/S,202401290600,202401291200,202402051200
Barton County,0,N/S,202401290600,202401291200,202402051200
Slope County,0,N/S,202401290600,202401291200,202402051200
Richland Parish,0,N/S,202401290600,202401291200,202402051200
Garfield County,0,N/S,202401290600,202401291200,202402051200
St. Martin Parish,0,N/S,202401290600,202401291200,202402051200
Sumter County,0,N/S,202401290600,202401291200,202402051200
Winston County,0,N/S,202401290600,202401291200,202402051200
Seminole County,0,N/S,202401290600,202401291200,202402051200
Forrest County,0,N/S,202401290600,202401291200,202402051200
Ingham County,0,N/S,202401290600,202401291200,202402051200
Shawnee County,0,N/S,202401290600,202401291200,202402051200
Hanson County,0,N/S,202401290600,202401291200,202402051200
Itasca County,0,N/S,202401290600,202401291200,202402051200
Lincoln County,0,N/S,202401290600,202401291200,202402051200
Madison County,0,N/S,202401290600,202401291200,202402051200
Washington County,0,N/S,202401290600,202401291200,202402051200
Johnson County,0,N/S,202401290600,202401291200,202402051200
Terry County,0,N/S,202401290600,202401291200,202402051200
Harding County,0,N/S,202401290600,202401291200,202402051200
Talladega County,0,N/S,202401290600,202401291200,202402051200
Langlade County,0,N/S,202401290600,202401291200,202402051200
Foard County,0,N/S,202401290600,202401291200,202402051200
Buena Vista County,0,N/S,202401290600,202401291200,202402051200
Mills County,0,N/S,202401290600,202401291200,202402051200
Real County,0,N/S,202401290600,202401291200,202402051200
Delaware County,0,N/S,202401290600,202401291200,202402051200
Forsyth County,0,N/S,202401290600,202401291200,202402051200
Carson City,0,N/S,202401290600,202401291200,202402051200
Dallas County,0,N/S,202401290600,202401291200,202402051200
Carson County,0,N/S,202401290600,202401291200,202402051200
Sumter County,0,N/S,202401290600,202401291200,202402051200
Wayne County,0,N/S,202401290600,202401291200,202402051200
Anderson County,0,N/S,202401290600,202401291200,202402051200
Carbon County,0,N/S,202401290600,202401291200,202402051200
Silver Bow County,0,N/S,202401290600,202401291200,202402051200
Stephenson County,0,N/S,202401290600,202401291200,202402051200
Lapeer County,0,N/S,202401290600,202401291200,202402051200
Claiborne Parish,0,N/S,202401290600,202401291200,202402051200
Yalobusha County,0,N/S,202401290600,202401291200,202402051200
Maricao Municipio,0,N/S,202401290600,202401291200,202402051200
Kalkaska County,0,N/S,202401290600,202401291200,202402051200
Aguadilla Municipio,0,N/S,202401290600,202401291200,202402051200
Evangeline Parish,0,N/S,202401290600,202401291200,202402051200
Hardeman County,0,N/S,202401290600,202401291200,202402051200
Cochise County,0,N/S,202401290600,202401291200,202402051200
Hidalgo County,0,N/S,202401290600,202401291200,202402051200
Divide County,0,N/S,202401290600,202401291200,202402051200
San Bernardino County,0,N/S,202401290600,202401291200,202402051200
Montezuma County,0,N/S,202401290600,202401291200,202402051200
Clarke County,0,N/S,202401290600,202401291200,202402051200
Marion County,0,N/S,202401290600,202401291200,202402051200
Douglas County,0,N/S,202401290600,202401291200,202402051200
Fairfax city,0,N/S,202401290600,202401291200,202402051200
Harmon County,0,N/S,202401290600,202401291200,202402051200
Cedar County,0,N/S,202401290600,202401291200,202402051200
Clarke County,0,N/S,202401290600,202401291200,202402051200
Valley County,0,N/S,202401290600,202401291200,202402051200
Knox County,0,N/S,202401290600,202401291200,202402051200
Ouachita County,0,N/S,202401290600,202401291200,202402051200
Darke County,0,N/S,202401290600,202401291200,202402051200
Kay County,0,N/S,202401290600,202401291200,202402051200
Dewey County,0,N/S,202401290600,202401291200,202402051200
Tillamook County,0,N/S,202401290600,202401291200,202402051200
Coweta County,0,N/S,202401290600,202401291200,202402051200
Simpson County,0,N/S,202401290600,202401291200,202402051200
Stone County,0,N/S,202401290600,202401291200,202402051200
Contra Costa County,0,N/S,202401290600,202401291200,202402051200
Carroll County,0,N/S,202401290600,202401291200,202402051200
Henrico County,0,N/S,202401290600,202401291200,202402051200
Owen County,0,N/S,202401290600,202401291200,202402051200
Westchester County,0,N/S,202401290600,202401291200,202402051200
Bollinger County,0,N/S,202401290600,202401291200,202402051200
McDowell County,0,N/S,202401290600,202401291200,202402051200
Harrison County,0,N/S,202401290600,202401291200,202402051200
Granville County,0,N/S,202401290600,202401291200,202402051200
Pierce County,0,N/S,202401290600,202401291200,202402051200
Bleckley County,0,N/S,202401290600,202401291200,202402051200
Burke County,0,N/S,202401290600,202401291200,202402051200
Union County,0,N/S,202401290600,202401291200,202402051200
Kankakee County,0,N/S,202401290600,202401291200,202402051200
McIntosh County,0,N/S,202401290600,202401291200,202402051200
Platte County,0,N/S,202401290600,202401291200,202402051200
Warren County,0,N/S,202401290600,202401291200,202402051200
Aibonito Municipio,0,N/S,202401290600,202401291200,202402051200
Marion County,0,N/S,202401290600,202401291200,202402051200
Clay County,0,N/S,202401290600,202401291200,202402051200
Sussex County,0,N/S,202401290600,202401291200,202402051200
Jasper County,0,N/S,202401290600,202401291200,202402051200
Randolph County,0,N/S,202401290600,202401291200,202402051200
Butler County,0,N/S,202401290600,202401291200,202402051200
Hays County,0,N/S,202401290600,202401291200,202402051200
Medina County,0,N/S,202401290600,202401291200,202402051200
Mason County,0,N/S,202401290600,202401291200,202402051200
Beaufort County,0,N/S,202401290600,202401291200,202402051200
Yankton County,0,N/S,202401290600,202401291200,202402051200
Rock County,0,N/S,202401290600,202401291200,202402051200
Pickens County,0,N/S,202401290600,202401291200,202402051200
Columbia County,0,N/S,202401290600,202401291200,202402051200
Clinton County,0,N/S,202401290600,202401291200,202402051200
Clinton County,0,N/S,202401290600,202401291200,202402051200
Minidoka County,0,N/S,202401290600,202401291200,202402051200
Sullivan County,0,N/S,202401290600,202401291200,202402051200
Rankin County,0,N/S,202401290600,202401291200,202402051200
Motley County,0,N/S,202401290600,202401291200,202402051200
Lane County,0,N/S,202401290600,202401291200,202402051200
Wichita County,0,N/S,202401290600,202401291200,202402051200
Shiawassee County,0,N/S,202401290600,202401291200,202402051200
Jewell County,0,N/S,202401290600,202401291200,202402051200
Mitchell County,0,N/S,202401290600,202401291200,202402051200
Bradford County,0,N/S,202401290600,202401291200,202402051200
Marion County,0,N/S,202401290600,202401291200,202402051200
George County,0,N/S,202401290600,202401291200,202402051200
Jo Daviess County,0,N/S,202401290600,202401291200,202402051200
Hancock County,0,N/S,202401290600,202401291200,202402051200
Franklin city,0,N/S,202401290600,202401291200,202402051200
Midland County,0,N/S,202401290600,202401291200,202402051200
Scott County,0,N/S,202401290600,202401291200,202402051200
Cascade County,0,N/S,202401290600,202401291200,202402051200
Harrisonburg city,0,N/S,202401290600,202401291200,202402051200
Williamson County,0,N/S,202401290600,202401291200,202402051200
Flathead County,0,N/S,202401290600,202401291200,202402051200
Peñuelas Municipio,0,N/S,202401290600,202401291200,202402051200
Stevens County,0,N/S,202401290600,202401291200,202402051200
Fayette County,0,N/S,202401290600,202401291200,202402051200
Hancock County,0,N/S,202401290600,202401291200,202402051200
Brown County,0,N/S,202401290600,202401291200,202402051200
Barbour County,0,N/S,202401290600,202401291200,202402051200
Wayne County,0,N/S,202401290600,202401291200,202402051200
Box Butte County,0,N/S,202401290600,202401291200,202402051200
Northumberland County,0,N/S,202401290600,202401291200,202402051200
Victoria County,0,N/S,202401290600,202401291200,202402051200
Buena Vista city,0,N/S,202401290600,202401291200,202402051200
St. Clair County,0,N/S,202401290600,202401291200,202402051200
Thurston County,0,N/S,202401290600,202401291200,202402051200
Lamoille County,0,N/S,202401290600,202401291200,202402051200
Franklin County,0,N/S,202401290600,202401291200,202402051200
Blaine County,0,N/S,202401290600,202401291200,202402051200
Kittitas County,0,N/S,202401290600,202401291200,202402051200
Randolph County,0,N/S,202401290600,202401291200,202402051200
Kane County,0,N/S,202401290600,202401291200,202402051200
Tucker County,0,N/S,202401290600,202401291200,202402051200
Ponce Municipio,0,N/S,202401290600,202401291200,202402051200
Crawford County,0,N/S,202401290600,202401291200,202402051200
Jackson County,0,N/S,202401290600,202401291200,202402051200
Mahaska County,0,N/S,202401290600,202401291200,202402051200
Douglas County,0,N/S,202401290600,202401291200,202402051200
Daviess County,0,N/S,202401290600,202401291200,202402051200
Powell County,0,N/S,202401290600,202401291200,202402051200
Jasper County,0,N/S,202401290600,202401291200,202402051200
Union County,0,N/S,202401290600,202401291200,202402051200
Henry County,0,N/S,202401290600,202401291200,202402051200
Adams County,0,N/S,202401290600,202401291200,202402051200
Pamlico County,0,N/S,202401290600,202401291200,202402051200
Graves County,0,N/S,202401290600,202401291200,202402051200
Cambria County,0,N/S,202401290600,202401291200,202402051200
McMinn County,0,N/S,202401290600,202401291200,202402051200
Livingston County,0,N/S,202401290600,202401291200,202402051200
Adams County,0,N/S,202401290600,202401291200,202402051200
Lackawanna County,0,N/S,202401290600,202401291200,202402051200
Pontotoc County,0,N/S,202401290600,202401291200,202402051200
Creek County,0,N/S,202401290600,202401291200,202402051200
Tyler County,0,N/S,202401290600,202401291200,202402051200
Van Buren County,0,N/S,202401290600,202401291200,202402051200
Pottawatomie County,0,N/S,202401290600,202401291200,202402051200
Socorro County,0,N/S,202401290600,202401291200,202402051200
Atkinson County,0,N/S,202401290600,202401291200,202402051200
Duval County,0,N/S,202401290600,202401291200,202402051200
Falls County,0,N/S,202401290600,202401291200,202402051200
Yell County,0,N/S,202401290600,202401291200,202402051200
Comanche County,0,N/S,202401290600,202401291200,202402051200
Jessamine County,0,N/S,202401290600,202401291200,202402051200
Monroe County,0,N/S,202401290600,202401291200,202402051200
Kiowa County,0,N/S,202401290600,202401291200,202402051200
Lake County,0,N/S,202401290600,202401291200,202402051200
Caswell County,0,N/S,202401290600,202401291200,202402051200
Presidio County,0,N/S,202401290600,202401291200,202402051200
Greene County,0,N/S,202401290600,202401291200,202402051200
Willacy County,0,N/S,202401290600,202401291200,202402051200
Bayamón Municipio,0,N/S,202401290600,202401291200,202402051200
Los Alamos County,0,N/S,202401290600,202401291200,202402051200
Kenai Peninsula Borough,0,N/S,202401290600,202401291200,202402051200
Baldwin County,0,N/S,202401290600,202401291200,202402051200
Appanoose County,0,N/S,202401290600,202401291200,202402051200
St. Croix Island,0,N/S,202401290600,202401291200,202402051200
New Kent County,0,N/S,202401290600,202401291200,202402051200
Talbot County,0,N/S,202401290600,202401291200,202402051200
Lewis County,0,N/S,202401290600,202401291200,202402051200
Clay County,0,N/S,202401290600,202401291200,202402051200
Jefferson County,0,N/S,202401290600,202401291200,202402051200
Bedford County,0,N/S,202401290600,202401291200,202402051200
Mora County,0,N/S,202401290600,202401291200,202402051200
Boone County,0,N/S,202401290600,202401291200,202402051200
Oregon County,0,N/S,202401290600,202401291200,202402051200
Houston County,0,N/S,202401290600,202401291200,202402051200
Wyoming County,0,N/S,202401290600,202401291200,202402051200
Lenoir County,0,N/S,202401290600,202401291200,202402051200
Vigo County,0,N/S,202401290600,202401291200,202402051200
Elkhart County,0,N/S,202401290600,202401291200,202402051200
Grayson County,0,N/S,202401290600,202401291200,202402051200
Lubbock County,0,N/S,202401290600,202401291200,202402051200
Meeker County,0,N/S,202401290600,202401291200,202402051200
Ashland County,0,N/S,202401290600,202401291200,202402051200
Madison County,0,N/S,202401290600,202401291200,202402051200
Martin County,0,N/S,202401290600,202401291200,202402051200
Mineral County,0,N/S,202401290600,202401291200,202402051200
Dawson County,0,N/S,202401290600,202401291200,202402051200
Johnson County,0,N/S,202401290600,202401291200,202402051200
Monroe County,0,N/S,202401290600,202401291200,202402051200
Dallas County,0,N/S,202401290600,202401291200,202402051200
Pittsylvania County,0,N/S,202401290600,202401291200,202402051200
Denali Borough,0,N/S,202401290600,202401291200,202402051200
Pawnee County,0,N/S,202401290600,202401291200,202402051200
Wyandotte County,0,N/S,202401290600,202401291200,202402051200
Dixie County,0,N/S,202401290600,202401291200,202402051200
Tuscola County,0,N/S,202401290600,202401291200,202402051200
Southeast Fairbanks Census Area,0,N/S,202401290600,202401291200,202402051200
Graham County,0,N/S,202401290600,202401291200,202402051200
St. Landry Parish,0,N/S,202401290600,202401291200,202402051200
Giles County,0,N/S,202401290600,202401291200,202402051200
Lucas County,0,N/S,202401290600,202401291200,202402051200
Mississippi County,0,N/S,202401290600,202401291200,202402051200
Rincón Municipio,0,N/S,202401290600,202401291200,202402051200
Floyd County,0,N/S,202401290600,202401291200,202402051200
Morton County,0,N/S,202401290600,202401291200,202402051200
Grant County,0,N/S,202401290600,202401291200,202402051200
Taylor County,0,N/S,202401290600,202401291200,202402051200
Graham County,0,N/S,202401290600,202401291200,202402051200
Logan County,0,N/S,202401290600,202401291200,202402051200
Pleasants County,0,N/S,202401290600,202401291200,202402051200
Giles County,0,N/S,202401290600,202401291200,202402051200
Fayette County,0,N/S,202401290600,202401291200,202402051200
Snohomish County,0,N/S,202401290600,202401291200,202402051200
Eddy County,0,N/S,202401290600,202401291200,202402051200
McPherson County,0,N/S,202401290600,202401291200,202402051200
Red Willow County,0,N/S,202401290600,202401291200,202402051200
Rock County,0,N/S,202401290600,202401291200,202402051200
Humphreys County,0,N/S,202401290600,202401291200,202402051200
Mason County,0,N/S,202401290600,202401291200,202402051200
Wythe County,0,N/S,202401290600,202401291200,202402051200
Washington County,0,N/S,202401290600,202401291200,202402051200
Yakima County,0,N/S,202401290600,202401291200,202402051200
Washington County,0,N/S,202401290600,202401291200,202402051200
Henderson County,0,N/S,202401290600,202401291200,202402051200
Eau Claire County,0,N/S,202401290600,202401291200,202402051200
